controlId,title,family,description
D3-CSC-05-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Evolving) - 5,Threat Intelligence and Information,Independent penetration testing of network boundary and critical Web-facing applications is performed routinely to identify security control gaps.┬á
D3-CSC-06-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Evolving) - 6,Threat Intelligence and Information,Independent penetration testing is performed on Internet-facing applications or systems before they are launched or undergo significant change.┬á
D3-CSC-07-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Evolving) - 7,Threat Intelligence and Information,Antivirus and anti-malware tools are updated automatically.┬á
D3-CSC-08-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Evolving) - 8,Threat Intelligence and Information,Firewall rules are updated routinely.┬á
D3-CSC-09-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Evolving) - 9,Threat Intelligence and Information,Vulnerability scanning is conducted and analyzed before deployment/redeployment of new/existing devices.┬á
D3-CSC-10-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Evolving) - 10,Threat Intelligence and Information,Processes are in place to monitor potential insider activity that could lead to data theft or destruction.┬á
D3-CSC-11-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Intermediate) - 11,Threat Intelligence and Information,Audit or risk management resources review the penetration testing scope and results to help determine the need for rotating companies based on the quality of the work.┬á
D3-CSC-12-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Intermediate) - 12,Threat Intelligence and Information,E-mails and attachments are automatically scanned to detect malware and are blocked when malware is present.
D3-CSC-13-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Advanced) - 13,Threat Intelligence and Information,Weekly vulnerability scanning is rotated among environments to scan all environments throughout the year.┬á
D3-CSC-14-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Advanced) - 14,Threat Intelligence and Information,"Penetration tests include cyber attack simulations and/or real-world tactics and techniques such as red team testing to detect control gaps in employee behavior, security defenses, policies, and resources.┬á"
D3-CSC-15-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Advanced) - 15,Threat Intelligence and Information,Automated tool(s) proactively identifies high-risk behavior signaling an employee who may pose an insider threat.┬á
D3-CSC-16-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Innovative┬á) - 16,Threat Intelligence and Information,"User tasks and content (e.g., opening an e-mail attachment) are automatically isolated in a secure container or virtual environment so that malware can be analyzed but cannot access vital data, end-point operating systems, or applications on the institutionΓÇÖs network.┬á"
D3-CSC-17-Threat-Intelligence-and-Information,Detective Controls┬á - Threat Intelligence and Information  (Innovative┬á) - 17,Threat Intelligence and Information,Vulnerability scanning is performed on a weekly basis across all environments.┬á
D3-CSC-18-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Baseline) - 18,Anomalous Activity Detection,"The institution is able to detect anomalous activities through monitoring across the environment. (FFIEC Information Security Booklet, page 32)┬á"
D3-CSC-19-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Baseline) - 19,Anomalous Activity Detection,"Customer transactions generating anomalous activity alerts are monitored and reviewed. (FFIEC Wholesale Payments Booklet, page 12)┬á"
D3-CSC-20-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Baseline) - 20,Anomalous Activity Detection,"Logs of physical and/or logical access are reviewed following events. (FFIEC Information Security Booklet, page 73)┬á"
D3-CSC-21-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Baseline) - 21,Anomalous Activity Detection,"Access to critical systems by third parties is monitored for unauthorized or unusual activity. (FFIEC Outsourcing Booklet, page 26)┬á"
D3-CSC-22-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Baseline) - 22,Anomalous Activity Detection,"Elevated privileges are monitored. (FFIEC Information Security Booklet, page 19)┬á"
D3-CSC-23-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Evolving) - 23,Anomalous Activity Detection,"Systems are in place to detect anomalous behavior automatically during customer, employee, and third-party authentication.┬á"
D3-CSC-24-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Evolving) - 24,Anomalous Activity Detection,Security logs are reviewed regularly.┬á
D3-CSC-25-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Evolving) - 25,Anomalous Activity Detection,Logs provide traceability for all system access by individual users.┬á
D3-CSC-26-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Evolving) - 26,Anomalous Activity Detection,Thresholds have been established to determine activity within logs that would warrant management response.
D3-CSC-27-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Intermediate) - 27,Anomalous Activity Detection,Online customer transactions are actively monitored for anomalous behavior.┬á
D3-CSC-28-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Intermediate) - 28,Anomalous Activity Detection,Tools to detect unauthorized data mining are used.┬á
D3-CSC-29-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Intermediate) - 29,Anomalous Activity Detection,Tools actively monitor security logs for anomalous behavior and alert within established parameters.┬á
D3-CSC-30-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Intermediate) - 30,Anomalous Activity Detection,Audit logs are backed up to a centralized log server or media that is difficult to alter.┬á
D3-CSC-31-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Intermediate) - 31,Anomalous Activity Detection,Thresholds for security logging are evaluated periodically.┬á
D3-CSC-32-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Intermediate) - 32,Anomalous Activity Detection,"Anomalous activity and other network and system alerts are correlated across business units to detect and prevent multifaceted attacks (e.g., simultaneous account takeover and DDoS attack).┬á"
D3-CSC-33-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Advanced) - 33,Anomalous Activity Detection,An automated tool triggers system and/or fraud alerts when customer logins occur within a short period of time but from physically distant IP locations.┬á
D3-CSC-34-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Advanced) - 34,Anomalous Activity Detection,External transfers from customer accounts generate alerts and require review and authorization if anomalous behavior is detected.┬á
D3-CSC-35-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Advanced) - 35,Anomalous Activity Detection,"A system is in place to monitor and analyze employee behavior (network use patterns, work hours, and known devices) to alert on anomalous activities.┬á"
D3-CSC-36-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Advanced) - 36,Anomalous Activity Detection,An automated tool(s) is in place to detect and prevent data mining by insider threats.┬á
D3-CSC-37-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Advanced) - 37,Anomalous Activity Detection,Tags on fictitious confidential data or files are used to provide advanced alerts of potential malicious activity when the data is accessed.┬á
D3-CSC-38-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Innovative┬á) - 38,Anomalous Activity Detection,The institution has a mechanism for real-time automated risk scoring of threats.┬á
D3-CSC-39-Anomalous-Activity-Detection,Detective Controls┬á - Anomalous Activity Detection (Innovative┬á) - 39,Anomalous Activity Detection,The institution is developing new technologies that will detect potential insider threats and block activity in real time.
D3-CSC-40-Event-Detection,Detective Controls┬á - Event Detection  (Baseline) - 40,Event Detection,"A normal network activity baseline is established. (FFIEC Information Security Booklet, page 77)┬á"
D3-CSC-41-Event-Detection,Detective Controls┬á - Event Detection  (Baseline) - 41,Event Detection,"Mechanisms (e.g., antivirus alerts, log event alerts) are in place to alert management to potential attacks. (FFIEC Information Security Booklet, page 78)┬á"
D3-CSC-42-Event-Detection,Detective Controls┬á - Event Detection  (Baseline) - 42,Event Detection,"Processes are in place to monitor for the presence of unauthorized users, devices, connections, and software. (FFIEC Information Security Work Program, Objective II: M-9)┬á"
D3-CSC-43-Event-Detection,Detective Controls┬á - Event Detection  (Baseline) - 43,Event Detection,"Responsibilities for monitoring and reporting suspicious systems activity have been assigned. (FFIEC Information Security Booklet, page 83)┬á"
D3-CSC-44-Event-Detection,Detective Controls┬á - Event Detection  (Baseline) - 44,Event Detection,"The physical environment is monitored to detect potential unauthorized access. (FFIEC Information Security Booklet, page 47)┬á"
D3-CSC-45-Event-Detection,Detective Controls┬á - Event Detection  (Evolving) - 45,Event Detection,"A process is in place to correlate event information from multiple sources (e.g., network, application, or firewall).┬á"
D3-CSC-46-Event-Detection,Detective Controls┬á - Event Detection  (Intermediate) - 46,Event Detection,"Controls or tools (e.g., data loss prevention) are in place to detect potential unauthorized or unintentional transmissions of confidential data.┬á"
D3-CSC-47-Event-Detection,Detective Controls┬á - Event Detection  (Intermediate) - 47,Event Detection,Event detection processes are proven reliable.┬á
D3-CSC-48-Event-Detection,Detective Controls┬á - Event Detection  (Intermediate) - 48,Event Detection,Specialized security monitoring is used for critical assets throughout the infrastructure.┬á
D3-CSC-49-Event-Detection,Detective Controls┬á - Event Detection  (Advanced) - 49,Event Detection,"Automated tools detect unauthorized changes to critical system files, firewalls, IPS, IDS, or other security devices.┬á"
D3-CSC-50-Event-Detection,Detective Controls┬á - Event Detection  (Advanced) - 50,Event Detection,Real-time network monitoring and detection is implemented and incorporates sector-wide event information.┬á
D3-CSC-51-Event-Detection,Detective Controls┬á - Event Detection  (Advanced) - 51,Event Detection,"Real-time alerts are automatically sent when unauthorized software, hardware, or changes occur.┬á"
D3-CSC-52-Event-Detection,Detective Controls┬á - Event Detection  (Advanced) - 52,Event Detection,Tools are in place to actively correlate event information from multiple sources and send alerts based on established parameters.┬á
D3-CSC-53-Event-Detection,Detective Controls┬á - Event Detection  (Innovative┬á) - 53,Event Detection,The institution is leading efforts to develop event detection systems that will correlate in real time when events are about to occur.┬á
D3-CSC-54-Event-Detection,Detective Controls┬á - Event Detection  (Innovative┬á) - 54,Event Detection,The institution is leading the development effort to design new technologies that will detect potential insider threats and block activity in real time.
D3-CSC-01-Patch-Management,Corrective Controls┬á - Patch Management  (Baseline) - 1,Patch Management,"A patch management program is implemented and ensures that software and firmware patches are applied in a timely manner. (FFIEC Information Security Booklet, page 62)┬á"
D3-CSC-02-Patch-Management,Corrective Controls┬á - Patch Management  (Baseline) - 2,Patch Management,"Patches are tested before being applied to systems and/or software. (FFIEC Operations Booklet, page 22)┬á"
D3-CSC-03-Patch-Management,Corrective Controls┬á - Patch Management  (Baseline) - 3,Patch Management,"Patch management reports are reviewed and reflect missing security patches. (FFIEC Development and Acquisition Booklet, page 50)┬á"
D3-CSC-04-Patch-Management,Corrective Controls┬á - Patch Management  (Evolving) - 4,Patch Management,"A formal process is in place to acquire, test, and deploy software patches based on criticality.┬á"
D3-CSC-05-Patch-Management,Corrective Controls┬á - Patch Management  (Evolving) - 5,Patch Management,Systems are configured to retrieve patches automatically.┬á
D3-CSC-06-Patch-Management,Corrective Controls┬á - Patch Management  (Evolving) - 6,Patch Management,Operational impact is evaluated before deploying security patches.┬á
D3-CSC-07-Patch-Management,Corrective Controls┬á - Patch Management  (Evolving) - 7,Patch Management,An automated tool(s) is used to identify missing security patches as well as the number of days since each patch became available.┬á
D3-CSC-08-Patch-Management,Corrective Controls┬á - Patch Management  (Evolving) - 8,Patch Management,Missing patches across all environments are prioritized and tracked.┬á
D3-CSC-09-Patch-Management,Corrective Controls┬á - Patch Management  (Intermediate) - 9,Patch Management,Patches for high-risk vulnerabilities are tested and applied when released or the risk is accepted and accountability assigned.┬á
D3-CSC-10-Patch-Management,Corrective Controls┬á - Patch Management  (Advanced) - 10,Patch Management,"Patch monitoring software is installed on all servers to identify any missing patches for the operating system software, middleware, database, and other key software.┬á"
D3-CSC-11-Patch-Management,Corrective Controls┬á - Patch Management  (Advanced) - 11,Patch Management,"The institution monitors patch management reports to ensure security patches are tested and implemented within aggressive time frames (e.g., 0-30 days).┬á"
D3-CSC-12-Patch-Management,Corrective Controls┬á - Patch Management  (Innovative┬á) - 12,Patch Management,The institution develops security patches or bug fixes or contributes to open source code development for systems it uses.┬á
D3-CSC-13-Patch-Management,Corrective Controls┬á - Patch Management  (Innovative┬á) - 13,Patch Management,Segregated or separate systems are in place that mirror production systems allowing for rapid testing and implementation of patches and provide for rapid fallback when needed.
D3-CSC-14-Remediation,Corrective Controls┬á - Remediation (Baseline) - 14,Remediation,"Issues identified in assessments are prioritized and resolved based on criticality and within the time frames established in the response to the assessment report. (FFIEC Information Security Booklet, page 87)┬á"
D3-CSC-15-Remediation,Corrective Controls┬á - Remediation (Evolving) - 15,Remediation,"Data is destroyed or wiped on hardware and portable/mobile media when a device is missing, stolen, or no longer needed.┬á"
D3-CSC-16-Remediation,Corrective Controls┬á - Remediation (Evolving) - 16,Remediation,Formal processes are in place to resolve weaknesses identified during penetration testing.┬á
D3-CSC-17-Remediation,Corrective Controls┬á - Remediation (Intermediate) - 17,Remediation,Remediation efforts are confirmed by conducting a follow-up vulnerability scan.┬á
D3-CSC-18-Remediation,Corrective Controls┬á - Remediation (Intermediate) - 18,Remediation,"Penetration testing is repeated to confirm that medium- and high-risk, exploitable vulnerabilities have been resolved.┬á"
D3-CSC-19-Remediation,Corrective Controls┬á - Remediation (Intermediate) - 19,Remediation,"Security investigations, forensic analysis, and remediation are performed by qualified staff or third parties.┬á"
D3-CSC-20-Remediation,Corrective Controls┬á - Remediation (Intermediate) - 20,Remediation,"Generally accepted and appropriate forensic procedures, including chain of custody, are used to gather and present evidence to support potential legal action.┬á"
D3-CSC-21-Remediation,Corrective Controls┬á - Remediation (Intermediate) - 21,Remediation,The maintenance and repair of organizational assets are performed by authorized individuals with approved and controlled tools.┬á
D3-CSC-22-Remediation,Corrective Controls┬á - Remediation (Intermediate) - 22,Remediation,The maintenance and repair of organizational assets are logged in a timely manner.┬á
D3-CSC-23-Remediation,Corrective Controls┬á - Remediation (Advanced) - 23,Remediation,"All medium and high risk issues identified in penetration testing, vulnerability scanning, and other independent testing are escalated to the board or an appropriate board committee for risk acceptance if not resolved in a timely manner.┬á"
D3-CSC-24-Remediation,Corrective Controls┬á - Remediation (Innovative┬á) - 24,Remediation,The institution is developing technologies that will remediate systems damaged by zero-day attacks to maintain current recovery time objectives.┬á
D4-EDM-01-Connections,Connections - Connections  (Baseline) - 1,Connections,"The critical business processes that are dependent on external connectivity have been identified. (FFIEC Information Security Booklet, page 9)┬á"
D4-EDM-02-Connections,Connections - Connections  (Baseline) - 2,Connections,"The institution ensures that third-party connections are authorized. (FFIEC Information Security Booklet, page 17)┬á"
D4-EDM-03-Connections,Connections - Connections  (Baseline) - 3,Connections,"A network diagram is in place and identifies all external connections. (FFIEC Information Security Booklet, page 9)┬á"
D4-EDM-04-Connections,Connections - Connections  (Baseline) - 4,Connections,"Data flow diagrams are in place and document information flow to external parties. (FFIEC Information Security Booklet, page 10)┬á"
D4-EDM-05-Connections,Connections - Connections  (Evolving) - 5,Connections,Critical business processes have been mapped to the supporting external connections.┬á
D4-EDM-06-Connections,Connections - Connections  (Evolving) - 6,Connections,The network diagram is updated when connections with third parties change or at least annually.┬á
D4-EDM-07-Connections,Connections - Connections  (Evolving) - 7,Connections,Network and systems diagrams are stored in a secure manner with proper restrictions on access.┬á
D4-EDM-08-Connections,Connections - Connections  (Evolving) - 8,Connections,Controls for primary and backup third-party connections are monitored and tested on a regular basis.┬á
D4-EDM-09-Connections,Connections - Connections  (Intermediate) - 9,Connections,"A validated asset inventory is used to create comprehensive diagrams depicting data repositories, data flow, infrastructure, and connectivity.┬á"
D4-EDM-10-Connections,Connections - Connections  (Intermediate) - 10,Connections,Security controls are designed and verified to detect and prevent intrusions from third-party connections.┬á
D4-EDM-11-Connections,Connections - Connections  (Intermediate) - 11,Connections,"Monitoring controls cover all external connections (e.g., third-party service providers, business partners, customers).┬á"
D4-EDM-12-Connections,Connections - Connections  (Intermediate) - 12,Connections,Monitoring controls cover all internal network-to-network connections.┬á
D4-EDM-13-Connections,Connections - Connections  (Advanced) - 13,Connections,The security architecture is validated and documented before network connection infrastructure changes.┬á
D4-EDM-14-Connections,Connections - Connections  (Advanced) - 14,Connections,The institution works closely with third-party service providers to maintain and improve the security of external connections.
D4-EDM-15-Connections,Connections - Connections  (Innovative┬á) - 15,Connections,"Diagram(s) of external connections is interactive, shows real-time changes to the network connection infrastructure, new connections, and volume fluctuations, and alerts when risks arise.┬á"
D4-EDM-16-Connections,Connections - Connections  (Innovative┬á) - 16,Connections,The institution's connections can be segmented or severed instantaneously to prevent contagion from cyber attacks.┬á
D4-EDM-01-Due-Diligence,Relationship Management - Due Diligence  (Baseline) - 1,Due Diligence,"Risk-based due diligence is performed on prospective third parties before contracts are signed, including reviews of their background, reputation, financial condition, stability, and security controls. (FFIEC Information Security Booklet, page 69)┬á"
D4-EDM-02-Due-Diligence,Relationship Management - Due Diligence  (Baseline) - 2,Due Diligence,"A list of third-party service providers is maintained. (FFIEC Outsourcing Booklet, page 19)┬á"
D4-EDM-03-Due-Diligence,Relationship Management - Due Diligence  (Baseline) - 3,Due Diligence,"A risk assessment is conducted to identify criticality of service providers. (FFIEC Outsourcing Booklet, page 6)┬á"
D4-EDM-04-Due-Diligence,Relationship Management - Due Diligence  (Evolving) - 4,Due Diligence,A formal process exists to analyze assessments of third-party cybersecurity controls.┬á
D4-EDM-05-Due-Diligence,Relationship Management - Due Diligence  (Evolving) - 5,Due Diligence,The board or an appropriate board committee reviews a summary of due diligence results including managementΓÇÖs recommendations to use third parties that will affect the institutionΓÇÖs inherent risk profile.┬á
D4-EDM-06-Due-Diligence,Relationship Management - Due Diligence  (Intermediate) - 6,Due Diligence,"A process is in place to confirm that the institutionΓÇÖs third-party service providers conduct due diligence of their third parties (e.g., subcontractors).┬á"
D4-EDM-07-Due-Diligence,Relationship Management - Due Diligence  (Intermediate) - 7,Due Diligence,"Pre-contract, physical site visits of high-risk vendors are conducted by the institution or by a qualified third party.┬á"
D4-EDM-08-Due-Diligence,Relationship Management - Due Diligence  (Advanced) - 8,Due Diligence,A continuous process improvement program is in place for third-party due diligence activity.┬á
D4-EDM-09-Due-Diligence,Relationship Management - Due Diligence  (Advanced) - 9,Due Diligence,Audits of high-risk vendors are conducted on an annual basis.┬á
D4-EDM-10-Due-Diligence,Relationship Management - Due Diligence  (Innovative┬á) - 10,Due Diligence,The institution promotes sector-wide efforts to build due diligence mechanisms that lead to in-depth and efficient security and resilience reviews.┬á
D4-EDM-11-Due-Diligence,Relationship Management - Due Diligence  (Innovative┬á) - 11,Due Diligence,The institution is leading efforts to develop new auditable processes and for conducting due diligence and ongoing monitoring of cybersecurity risks posed by third parties.
D4-EDM-12-Contracts,Relationship Management - Contracts  (Baseline) - 12,Contracts,"Formal contracts that address relevant security and privacy requirements are in place for all third parties that process, store, or transmit confidential data or provide critical services. (FFIEC Information Security Booklet, page 7)┬á"
D4-EDM-13-Contracts,Relationship Management - Contracts  (Baseline) - 13,Contracts,"Contracts acknowledge that the third party is responsible for the security of the institutionΓÇÖs confidential data that it possesses, stores, processes, or transmits. (FFIEC Information Security Booklet, page 12)┬á"
D4-EDM-14-Contracts,Relationship Management - Contracts  (Baseline) - 14,Contracts,"Contracts stipulate that the third-party security controls are regularly reviewed and validated by an independent party. (FFIEC Information Security Booklet, page 12)┬á"
D4-EDM-15-Contracts,Relationship Management - Contracts  (Baseline) - 15,Contracts,"Contracts identify the recourse available to the institution should the third party fail to meet defined security requirements. (FFIEC Outsourcing Booklet, page 12)┬á"
D4-EDM-16-Contracts,Relationship Management - Contracts  (Baseline) - 16,Contracts,"Contracts establish responsibilities for responding to security incidents. (FFIEC E-Banking Booklet, page 22)┬á"
D4-EDM-17-Contracts,Relationship Management - Contracts  (Baseline) - 17,Contracts,"Contracts specify the security requirements for the return or destruction of data upon contract termination. (FFIEC Outsourcing Booklet, page 15)┬á"
D4-EDM-18-Contracts,Relationship Management - Contracts  (Evolving) - 18,Contracts,"Responsibilities for managing devices (e.g., firewalls, routers) that secure connections with third parties are formally documented in the contract.┬á"
D4-EDM-19-Contracts,Relationship Management - Contracts  (Evolving) - 19,Contracts,Responsibility for notification of direct and indirect security incidents and vulnerabilities is documented in contracts or service-level agreements (SLAs).┬á
D4-EDM-20-Contracts,Relationship Management - Contracts  (Evolving) - 20,Contracts,Contracts stipulate geographic limits on where data can be stored or transmitted┬á
D4-EDM-21-Contracts,Relationship Management - Contracts  (Intermediate) - 21,Contracts,Third-party SLAs or similar means are in place that require timely notification of security events.┬á
D4-EDM-22-Contracts,Relationship Management - Contracts  (Advanced) - 22,Contracts,Contracts require third-party service providerΓÇÖs security policies meet or exceed those of the institution.┬á
D4-EDM-23-Contracts,Relationship Management - Contracts  (Advanced) - 23,Contracts,A third-party termination/exit strategy has been established and validated with management.┬á
D4-EDM-24-Contracts,Relationship Management - Contracts  (Innovative┬á) - 24,Contracts,The institution promotes a sector-wide effort to influence contractual requirements for critical third parties to the industry.
D4-EDM-25-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Baseline) - 25,Ongoing Monitoring,"The third-party risk assessment is updated regularly. (FFIEC Outsourcing Booklet, page 3)┬á"
D4-EDM-26-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Baseline) - 26,Ongoing Monitoring,"Audits, assessments, and operational performance reports are obtained and reviewed regularly validating security controls for critical third parties. (FFIEC Information Security Booklet, page 86)┬á"
D4-EDM-27-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Baseline) - 27,Ongoing Monitoring,"Ongoing monitoring practices include reviewing critical third-partiesΓÇÖ resilience plans. (FFIEC Outsourcing Booklet, page 19)┬á"
D4-EDM-28-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Evolving) - 28,Ongoing Monitoring,"A process to identify new third-party relationships is in place, including identifying new relationships that were established without formal approval.┬á"
D4-EDM-29-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Evolving) - 29,Ongoing Monitoring,A formal program assigns responsibility for ongoing oversight of third-party access.┬á
D4-EDM-30-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Evolving) - 30,Ongoing Monitoring,"Monitoring of third parties is scaled, in terms of depth and frequency, according to the risk of the third parties.┬á"
D4-EDM-31-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Evolving) - 31,Ongoing Monitoring,Automated reminders or ticklers are in place to identify when required third-party information needs to be obtained or analyzed.┬á
D4-EDM-32-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Intermediate) - 32,Ongoing Monitoring,Third-party employee access to the institution's confidential data are tracked actively based on the principles of least privilege.┬á
D4-EDM-33-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Intermediate) - 33,Ongoing Monitoring,Periodic on-site assessments of high-risk vendors are conducted to ensure appropriate security controls are in place.┬á
D4-EDM-34-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Advanced) - 34,Ongoing Monitoring,Third-party employee access to confidential data on third-party hosted systems is tracked actively via automated reports and alerts.┬á
D4-EDM-35-Ongoing-Monitoring,Relationship Management - Ongoing Monitoring  (Innovative┬á) - 35,Ongoing Monitoring,The institution is leading efforts to develop new auditable processes for ongoing monitoring of cybersecurity risks posed by third parties.
D5-CIMR-01-Planning,Incident Resilience Planning and Strategy - Planning  (Baseline) - 1,Planning,"The institution has documented how it will react and respond to cyber incidents. (FFIEC Business Continuity Planning Booklet, page 4)┬á"
D5-CIMR-02-Planning,Incident Resilience Planning and Strategy - Planning  (Baseline) - 2,Planning,"Communication channels exist to provide employees a means for reporting information security events in a timely manner. (FFIEC Information Security Booklet, page 83)┬á"
D5-CIMR-03-Planning,Incident Resilience Planning and Strategy - Planning  (Baseline) - 3,Planning,"Roles and responsibilities for incident response team members are defined. (FFIEC Information Security Booklet, page 84)┬á"
D5-CIMR-04-Planning,Incident Resilience Planning and Strategy - Planning  (Baseline) - 4,Planning,"The response team includes individuals with a wide range of backgrounds and expertise, from many different areas within the institution (e.g., management, legal, public relations, as well as information technology). (FFIEC Information Security Booklet, page 84)┬á"
D5-CIMR-05-Planning,Incident Resilience Planning and Strategy - Planning  (Baseline) - 5,Planning,"A formal backup and recovery plan exists for all critical business lines. (FFIEC Business Continuity Planning Booklet, page 4)┬á"
D5-CIMR-06-Planning,Incident Resilience Planning and Strategy - Planning  (Baseline) - 6,Planning,"The institution plans to use business continuity, disaster recovery, and data backup programs to recover operations following an incident. (FFIEC Information Security Booklet, page 71)┬á"
D5-CIMR-07-Planning,Incident Resilience Planning and Strategy - Planning  (Evolving) - 7,Planning,"The remediation plan and process outlines the mitigating actions, resources, and time parameters.┬á"
D5-CIMR-08-Planning,Incident Resilience Planning and Strategy - Planning  (Evolving) - 8,Planning,"The corporate disaster recovery, business continuity, and crisis management plans have integrated consideration of cyber incidents.┬á"
D5-CIMR-09-Planning,Incident Resilience Planning and Strategy - Planning  (Evolving) - 9,Planning,Alternative processes have been established to continue critical activity within a reasonable time period.┬á
D5-CIMR-10-Planning,Incident Resilience Planning and Strategy - Planning  (Evolving) - 10,Planning,Business impact analyses have been updated to include cybersecurity.┬á
D5-CIMR-11-Planning,Incident Resilience Planning and Strategy - Planning  (Evolving) - 11,Planning,"Due diligence has been performed on technical sources, consultants, or forensic service firms that could be called to assist the institution during or following an incident.┬á"
D5-CIMR-12-Planning,Incident Resilience Planning and Strategy - Planning  (Intermediate) - 12,Planning,A strategy is in place to coordinate and communicate with internal and external stakeholders during or following a cyber attack.┬á
D5-CIMR-13-Planning,Incident Resilience Planning and Strategy - Planning  (Intermediate) - 13,Planning,Plans are in place to re-route or substitute critical functions and/or services that may be affected by a successful attack on Internet-facing systems.┬á
D5-CIMR-14-Planning,Incident Resilience Planning and Strategy - Planning  (Intermediate) - 14,Planning,A direct cooperative or contractual agreement(s) is in place with an incident response organization(s) or provider(s) to assist rapidly with mitigation efforts.┬á
D5-CIMR-15-Planning,Incident Resilience Planning and Strategy - Planning  (Intermediate) - 15,Planning,Lessons learned from real-life cyber incidents and attacks on the institution and other organizations are used to improve the institutionΓÇÖs risk mitigation capabilities and response plan.┬á
D5-CIMR-16-Planning,Incident Resilience Planning and Strategy - Planning  (Advanced) - 16,Planning,"Methods for responding to and recovering from cyber incidents are tightly woven throughout the business unitsΓÇÖ disaster recovery, business continuity, and crisis management plans.┬á"
D5-CIMR-17-Planning,Incident Resilience Planning and Strategy - Planning  (Advanced) - 17,Planning,"Multiple systems, programs, or processes are implemented into a comprehensive cyber resilience program to sustain, minimize, and recover operations from an array of potentially disruptive and destructive cyber incidents.┬á"
D5-CIMR-18-Planning,Incident Resilience Planning and Strategy - Planning  (Advanced) - 18,Planning,A process is in place to continuously improve the resilience plan.┬á
D5-CIMR-19-Planning,Incident Resilience Planning and Strategy - Planning  (Innovative┬á) - 19,Planning,"The incident response plan is designed to ensure recovery from disruption of services, assurance of data integrity, and recovery of lost or corrupted data following a cybersecurity incident.┬á"
D5-CIMR-20-Planning,Incident Resilience Planning and Strategy - Planning  (Innovative┬á) - 20,Planning,The incident response process includes detailed actions and rule-based triggers for automated response.┬á
D5-CIMR-21-Testing,Incident Resilience Planning and Strategy - Testing  (Baseline) - 21,Testing,"Scenarios are used to improve incident detection and response. (FFIEC Information Security Booklet, page 71)┬á"
D5-CIMR-22-Testing,Incident Resilience Planning and Strategy - Testing  (Baseline) - 22,Testing,"Business continuity testing involves collaboration with critical third parties. (FFIEC Business Continuity Planning Booklet, page J-6)┬á"
D5-CIMR-23-Testing,Incident Resilience Planning and Strategy - Testing  (Baseline) - 23,Testing,"Systems, applications, and data recovery is tested at least annually. (FFIEC Business Continuity Planning Booklet, page J-7)┬á"
