"control_id","title","family","control_type","sortId","uuid","description"
"IA-12(3)","IA-12(03) - Identity Evidence Validation and Verification","Identification and Authentication","","ia-12.03","d5143939-5372-4e63-acc6-63bac07e0f6f","Require that the presented identity evidence be validated and verified through {{ insert: param, IA-12(3) }}.GuidanceValidation and verification of identity evidence increases the assurance that accounts and identifiers are being established for the correct user and authenticators are being bound to that user. Validation refers to the process of confirming that the evidence is genuine and authentic, and the data contained in the evidence is correct, current, and related to an individual. Verification confirms and establishes a linkage between the claimed identity and the actual existence of the user presenting the evidence. Acceptable methods for validating and verifying identity evidence are consistent with the risks to the systems, roles, and privileges associated with the users account."
"IA-12(5)","IA-12(05) - Address Confirmation","Identification and Authentication","","ia-12.05","643359bb-7c95-418d-9a89-9938231c19ff","Require that a {{ insert: param, IA-12(5) }} be delivered through an out-of-band channel to verify the users address (physical or digital) of record.GuidanceTo make it more difficult for adversaries to pose as legitimate users during the identity proofing process, organizations can use out-of-band methods to ensure that the individual associated with an address of record is the same individual that participated in the registration. Confirmation can take the form of a temporary enrollment code or a notice of proofing. The delivery address for these artifacts is obtained from records and not self-asserted by the user. The address can include a physical or digital address. A home address is an example of a physical address. Email addresses and telephone numbers are examples of digital addresses.IA-12 (5) Additional FedRAMP Requirements and Guidance<b>Guidance:</b> In accordance with NIST SP 800-63A Enrollment and Identity Proofing"
"IR-3","IR-03 - Incident Response Testing","Incident Response","","ir-03","aa56278f-2a95-41e1-8a4a-cfe34b5bb2ab","Test the effectiveness of the incident response capability for the system {{ insert: param, IR-3-1 }} using the following tests: {{ insert: param, IR-3-2 }}.GuidanceOrganizations test incident response capabilities to determine their effectiveness and identify potential weaknesses or deficiencies. Incident response testing includes the use of checklists, walk-through or tabletop exercises, and simulations (parallel or full interrupt). Incident response testing can include a determination of the effects on organizational operations and assets and individuals due to incident response. The use of qualitative and quantitative data aids in determining the effectiveness of incident response processes.IR-3-2 Additional FedRAMP Requirements and Guidance<b>Requirement:</b> The service provider defines tests and/or exercises in accordance with NIST Special Publication 800-61 (as amended). Functional testing must occur prior to testing for initial authorization. Annual functional testing may be concurrent with required penetration tests (see CA-8). The service provider provides test plans to the JAB/AO annually. Test plans are approved and accepted by the JAB/AO prior to test commencing."
"IR-3(2)","IR-03(02) - Coordination with Related Plans","Incident Response","","ir-03.02","54886b40-cbd4-4a66-a122-8a7a64af1467","Coordinate incident response testing with organizational elements responsible for related plans.GuidanceOrganizational plans related to incident response testing include business continuity plans, disaster recovery plans, continuity of operations plans, contingency plans, crisis communications plans, critical infrastructure plans, and occupant emergency plans."
"IR-4(1)","IR-04(01) - Automated Incident Handling Processes","Incident Response","","ir-04.01","3acde888-ec66-447a-8379-4968e11146e7","Support the incident handling process using {{ insert: param, IR-4(1) }}.GuidanceAutomated mechanisms that support incident handling processes include online incident management systems and tools that support the collection of live response data, full network packet capture, and forensic analysis."
"IR-6(1)","IR-06(01) - Automated Reporting","Incident Response","","ir-06.01","cf0cea3c-0b7b-42ef-8c1a-3b854ff01c3e","Report incidents using {{ insert: param, IR-6(1) }}.GuidanceThe recipients of incident reports are specified in <a href=""#ir-6_smt.b"">IR-6b</a> . Automated reporting mechanisms include email, posting on websites (with automatic updates), and automated incident response tools and programs."
"IR-6(3)","IR-06(03) - Supply Chain Coordination","Incident Response","","ir-06.03","f2be9288-4d56-4bc2-89b8-42441c5199d7","Provide incident information to the provider of the product or service and other organizations involved in the supply chain or supply chain governance for systems or system components related to the incident.GuidanceOrganizations involved in supply chain activities include product developers, system integrators, manufacturers, packagers, assemblers, distributors, vendors, and resellers. Entities that provide supply chain governance include the Federal Acquisition Security Council (FASC). Supply chain incidents include compromises or breaches that involve information technology products, system components, development processes or personnel, distribution processes, or warehousing facilities. Organizations determine the appropriate information to share and consider the value gained from informing external organizations about supply chain incidents, including the ability to improve processes or to identify the root cause of an incident."
"IR-7(1)","IR-07(01) - Automation Support for Availability of Information and Support","Incident Response","","ir-07.01","fd44eb53-cbf4-47a7-abd6-2ad5ffe1d73b","Increase the availability of incident response information and support using {{ insert: param, IR-7(1) }}.GuidanceAutomated mechanisms can provide a push or pull capability for users to obtain incident response assistance. For example, individuals may have access to a website to query the assistance capability, or the assistance capability can proactively send incident response information to users (general distribution or targeted) as part of increasing understanding of current response capabilities and support."
"IR-9","IR-09 - Information Spillage Response","Incident Response","","ir-09","35d77770-c188-4c90-b45c-239d7cda6f9d","Respond to information spills by:a. Assigning {{ insert: param, IR-9(a) }} with responsibility for responding to information spills;b. Identifying the specific information involved in the system contamination;c. Alerting {{ insert: param, IR-9(c) }} of the information spill using a method of communication not associated with the spill;d. Isolating the contaminated system or system component;e. Eradicating the information from the contaminated system or component;f. Identifying other systems or system components that may have been subsequently contaminated; andg. Performing the following additional actions: {{ insert: param, IR-9(g) }}.GuidanceInformation spillage refers to instances where information is placed on systems that are not authorized to process such information. Information spills occur when information that is thought to be a certain classification or impact level is transmitted to a system and subsequently is determined to be of a higher classification or impact level. At that point, corrective action is required. The nature of the response is based on the classification or impact level of the spilled information, the security capabilities of the system, the specific nature of the contaminated storage media, and the access authorizations of individuals with authorized access to the contaminated system. The methods used to communicate information about the spill after the fact do not involve methods directly associated with the actual spill to minimize the risk of further spreading the contamination before such contamination is isolated and eradicated."
"IR-9(2)","IR-09(02) - Training","Incident Response","","ir-09.02","1deb0b02-bd16-47c8-ab71-45999ba98dcb","Provide information spillage response training {{ insert: param, IR-9(2) }}.GuidanceOrganizations establish requirements for responding to information spillage incidents in incident response plans. Incident response training on a regular basis helps to ensure that organizational personnel understand their individual responsibilities and what specific actions to take when spillage incidents occur."
"IR-9(3)","IR-09(03) - Post-spill Operations","Incident Response","","ir-09.03","cf6e11ef-d8c4-4884-9fbe-79d530226dbc","Implement the following procedures to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions: {{ insert: param, IR-9(3) }}.GuidanceCorrective actions for systems contaminated due to information spillages may be time-consuming. Personnel may not have access to the contaminated systems while corrective actions are being taken, which may potentially affect their ability to conduct organizational business."
"IR-9(4)","IR-09(04) - Exposure to Unauthorized Personnel","Incident Response","","ir-09.04","c77df98b-36b9-42ff-be8b-9e280b752313","Employ the following controls for personnel exposed to information not within assigned access authorizations: {{ insert: param, IR-9(4) }}.GuidanceControls include ensuring that personnel who are exposed to spilled information are made aware of the laws, executive orders, directives, regulations, policies, standards, and guidelines regarding the information and the restrictions imposed based on exposure to such information."
"MA-3","MA-03 - Maintenance Tools","Maintenance","","ma-03","67b80a00-44dd-4cf7-a974-fc890831d80d","a. Approve, control, and monitor the use of system maintenance tools; andb. Review previously approved system maintenance tools {{ insert: param, MA-3(b) }}.GuidanceApproving, controlling, monitoring, and reviewing maintenance tools address security-related issues associated with maintenance tools that are not within system authorization boundaries and are used specifically for diagnostic and repair actions on organizational systems. Organizations have flexibility in determining roles for the approval of maintenance tools and how that approval is documented. A periodic review of maintenance tools facilitates the withdrawal of approval for outdated, unsupported, irrelevant, or no-longer-used tools. Maintenance tools can include hardware, software, and firmware items and may be pre-installed, brought in with maintenance personnel on media, cloud-based, or downloaded from a website. Such tools can be vehicles for transporting malicious code, either intentionally or unintentionally, into a facility and subsequently into systems. Maintenance tools can include hardware and software diagnostic test equipment and packet sniffers. The hardware and software components that support maintenance and are a part of the system (including the software implementing utilities such as <q>ping,</q>
<q>ls,</q>
<q>ipconfig,</q> or the hardware and software implementing the monitoring port of an Ethernet switch) are not addressed by maintenance tools."
"MA-3(1)","MA-03(01) - Inspect Tools","Maintenance","","ma-03.01","af408e52-41df-4967-a8c8-2e0b607c22a2","Inspect the maintenance tools used by maintenance personnel for improper or unauthorized modifications.GuidanceMaintenance tools can be directly brought into a facility by maintenance personnel or downloaded from a vendor’s website. If, upon inspection of the maintenance tools, organizations determine that the tools have been modified in an improper manner or the tools contain malicious code, the incident is handled consistent with organizational policies and procedures for incident handling."
"MA-3(2)","MA-03(02) - Inspect Media","Maintenance","","ma-03.02","b72f7c61-0953-4183-b1a7-e67303fb2a27","Check media containing diagnostic and test programs for malicious code before the media are used in the system.GuidanceIf, upon inspection of media containing maintenance, diagnostic, and test programs, organizations determine that the media contains malicious code, the incident is handled consistent with organizational incident handling policies and procedures."
"MA-3(3)","MA-03(03) - Prevent Unauthorized Removal","Maintenance","","ma-03.03","7f894f4d-c8ef-4518-92ca-d003db14fc9d","Prevent the removal of maintenance equipment containing organizational information by:(a) Verifying that there is no organizational information contained on the equipment;(b) Sanitizing or destroying the equipment;(c) Retaining the equipment within the facility; or(d) Obtaining an exemption from {{ insert: param, MA-3(3)(d) }} explicitly authorizing removal of the equipment from the facility.GuidanceOrganizational information includes all information owned by organizations and any information provided to organizations for which the organizations serve as information stewards."
"MA-5(1)","MA-05(01) - Individuals Without Appropriate Access","Maintenance","","ma-05.01","8750683a-923c-4cdc-bdc8-5652637ade8d","(a) Implement procedures for the use of maintenance personnel that lack appropriate security clearances or are not U.S. citizens, that include the following requirements:(1) Maintenance personnel who do not have needed access authorizations, clearances, or formal access approvals are escorted and supervised during the performance of maintenance and diagnostic activities on the system by approved organizational personnel who are fully cleared, have appropriate access authorizations, and are technically qualified; and(2) Prior to initiating maintenance or diagnostic activities by personnel who do not have needed access authorizations, clearances or formal access approvals, all volatile information storage components within the system are sanitized and all nonvolatile storage media are removed or physically disconnected from the system and secured; and(b) Develop and implement {{ insert: param, MA-5(1)(b) }} in the event a system component cannot be sanitized, removed, or disconnected from the system.GuidanceProcedures for individuals who lack appropriate security clearances or who are not U.S. citizens are intended to deny visual and electronic access to classified or controlled unclassified information contained on organizational systems. Procedures for the use of maintenance personnel can be documented in security plans for the systems.MA-5 (1) Additional FedRAMP Requirements and Guidance<b>Requirement:</b> Only MA-5 (1) (a) (1) is required by FedRAMP Moderate Baseline"
"MA-6","MA-06 - Timely Maintenance","Maintenance","","ma-06","3a2fe6d7-b8ec-4b13-8314-deb926a02e6e","Obtain maintenance support and/or spare parts for {{ insert: param, MA-6-1 }} within {{ insert: param, MA-6-2 }} of failure.GuidanceOrganizations specify the system components that result in increased risk to organizational operations and assets, individuals, other organizations, or the Nation when the functionality provided by those components is not operational. Organizational actions to obtain maintenance support include having appropriate contracts in place."
"MP-3","MP-03 - Media Marking","Media Protection","","mp-03","a9c7c499-7db9-42c1-bbc7-fa815afefa81","a. Mark system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information; andb. Exempt {{ insert: param, MP-3(b)-1 }} from marking if the media remain within {{ insert: param, MP-3(b)-2 }}.GuidanceSecurity marking refers to the application or use of human-readable security attributes. Digital media includes diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state, magnetic), flash drives, compact discs, and digital versatile discs. Non-digital media includes paper and microfilm. Controlled unclassified information is defined by the National Archives and Records Administration along with the appropriate safeguarding and dissemination requirements for such information and is codified in <a href=""#91f992fb-f668-4c91-a50f-0f05b95ccee3"">32 CFR 2002</a> . Security markings are generally not required for media that contains information determined by organizations to be in the public domain or to be publicly releasable. Some organizations may require markings for public information indicating that the information is publicly releasable. System media marking reflects applicable laws, executive orders, directives, policies, regulations, standards, and guidelines.MP-3 Additional FedRAMP Requirements and Guidance<b>(b) Guidance:</b> Second parameter not-applicable"
"MP-4","MP-04 - Media Storage","Media Protection","","mp-04","6dec330f-50e6-410a-8141-ae68b1fac0a9","a. Physically control and securely store {{ insert: param, MP-4(a)-1 }} within {{ insert: param, MP-4(a)-2 }} ; andb. Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved equipment, techniques, and procedures.GuidanceSystem media includes digital and non-digital media. Digital media includes flash drives, diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state, magnetic), compact discs, and digital versatile discs. Non-digital media includes paper and microfilm. Physically controlling stored media includes conducting inventories, ensuring procedures are in place to allow individuals to check out and return media to the library, and maintaining accountability for stored media. Secure storage includes a locked drawer, desk, or cabinet or a controlled media library. The type of media storage is commensurate with the security category or classification of the information on the media. Controlled areas are spaces that provide physical and procedural controls to meet the requirements established for protecting information and systems. Fewer controls may be needed for media that contains information determined to be in the public domain, publicly releasable, or have limited adverse impacts on organizations, operations, or individuals if accessed by other than authorized personnel. In these situations, physical access controls provide adequate protection.MP-4 Additional FedRAMP Requirements and Guidance<b>(a) Requirement:</b> The service provider defines controlled areas within facilities where the information and information system reside."
"MP-5","MP-05 - Media Transport","Media Protection","","mp-05","8492ba7a-70f7-47a8-bef8-3690bb2c9e6d","a. Protect and control {{ insert: param, MP-5(a)-1 }} during transport outside of controlled areas using {{ insert: param, MP-5(a)-2 }};b. Maintain accountability for system media during transport outside of controlled areas;c. Document activities associated with the transport of system media; andd. Restrict the activities associated with the transport of system media to authorized personnel.GuidanceSystem media includes digital and non-digital media. Digital media includes flash drives, diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state and magnetic), compact discs, and digital versatile discs. Non-digital media includes microfilm and paper. Controlled areas are spaces for which organizations provide physical or procedural controls to meet requirements established for protecting information and systems. Controls to protect media during transport include cryptography and locked containers. Cryptographic mechanisms can provide confidentiality and integrity protections depending on the mechanisms implemented. Activities associated with media transport include releasing media for transport, ensuring that media enters the appropriate transport processes, and the actual transport. Authorized transport and courier personnel may include individuals external to the organization. Maintaining accountability of media during transport includes restricting transport activities to authorized personnel and tracking and/or obtaining records of transport activities as the media moves through the transportation system to prevent and detect loss, destruction, or tampering. Organizations establish documentation requirements for activities associated with the transport of system media in accordance with organizational assessments of risk. Organizations maintain the flexibility to define record-keeping methods for the different types of media transport as part of a system of transport-related records.MP-5 Additional FedRAMP Requirements and Guidance<b>(a) Requirement:</b> The service provider defines security measures to protect digital and non-digital media in transport. The security measures are approved and accepted by the JAB/AO."
"PE-4","PE-04 - Access Control for Transmission","Physical and Environmental Protection","","pe-04","a428d24f-67d4-4d5f-a120-2a650e0aa214","Control physical access to {{ insert: param, PE-4-1 }} within organizational facilities using {{ insert: param, PE-4-2 }}.GuidanceSecurity controls applied to system distribution and transmission lines prevent accidental damage, disruption, and physical tampering. Such controls may also be necessary to prevent eavesdropping or modification of unencrypted transmissions. Security controls used to control physical access to system distribution and transmission lines include disconnected or locked spare jacks, locked wiring closets, protection of cabling by conduit or cable trays, and wiretapping sensors."
"PE-5","PE-05 - Access Control for Output Devices","Physical and Environmental Protection","","pe-05","b8cc6e8a-33bd-43a5-a466-6dc39e0dc900","Control physical access to output from {{ insert: param, PE-5 }} to prevent unauthorized individuals from obtaining the output.GuidanceControlling physical access to output devices includes placing output devices in locked rooms or other secured areas with keypad or card reader access controls and allowing access to authorized individuals only, placing output devices in locations that can be monitored by personnel, installing monitor or screen filters, and using headphones. Examples of output devices include monitors, printers, scanners, audio devices, facsimile machines, and copiers."
"PE-6(1)","PE-06(01) - Intrusion Alarms and Surveillance Equipment","Physical and Environmental Protection","","pe-06.01","554b0d27-f92c-4252-88bf-f129cd92485b","Monitor physical access to the facility where the system resides using physical intrusion alarms and surveillance equipment.GuidancePhysical intrusion alarms can be employed to alert security personnel when unauthorized access to the facility is attempted. Alarm systems work in conjunction with physical barriers, physical access control systems, and security guards by triggering a response when these other forms of security have been compromised or breached. Physical intrusion alarms can include different types of sensor devices, such as motion sensors, contact sensors, and broken glass sensors. Surveillance equipment includes video cameras installed at strategic locations throughout the facility."
"PE-9","PE-09 - Power Equipment and Cabling","Physical and Environmental Protection","","pe-09","689c6f41-ed0e-49c1-9082-ccea295ff863","Protect power equipment and power cabling for the system from damage and destruction.GuidanceOrganizations determine the types of protection necessary for the power equipment and cabling employed at different locations that are both internal and external to organizational facilities and environments of operation. Types of power equipment and cabling include internal cabling and uninterruptable power sources in offices or data centers, generators and power cabling outside of buildings, and power sources for self-contained components such as satellites, vehicles, and other deployable systems."
"PE-10","PE-10 - Emergency Shutoff","Physical and Environmental Protection","","pe-10","2146310c-287f-43b4-92e8-53da9b95f43a","a. Provide the capability of shutting off power to {{ insert: param, PE-10(a) }} in emergency situations;b. Place emergency shutoff switches or devices in {{ insert: param, PE-10(b) }} to facilitate access for authorized personnel; andc. Protect emergency power shutoff capability from unauthorized activation.GuidanceEmergency power shutoff primarily applies to organizational facilities that contain concentrations of system resources, including data centers, mainframe computer rooms, server rooms, and areas with computer-controlled machinery."
"PE-11","PE-11 - Emergency Power","Physical and Environmental Protection","","pe-11","bcd37085-ab22-4378-bfff-7d742e41e1fe","Provide an uninterruptible power supply to facilitate {{ insert: param, PE-11 }} in the event of a primary power source loss.GuidanceAn uninterruptible power supply (UPS) is an electrical system or mechanism that provides emergency power when there is a failure of the main power source. A UPS is typically used to protect computers, data centers, telecommunication equipment, or other electrical equipment where an unexpected power disruption could cause injuries, fatalities, serious mission or business disruption, or loss of data or information. A UPS differs from an emergency power system or backup generator in that the UPS provides near-instantaneous protection from unanticipated power interruptions from the main power source by providing energy stored in batteries, supercapacitors, or flywheels. The battery duration of a UPS is relatively short but provides sufficient time to start a standby power source, such as a backup generator, or properly shut down the system."
"PE-13(1)","PE-13(01) - Detection Systems — Automatic Activation and Notification","Physical and Environmental Protection","","pe-13.01","40c7df80-a4a2-4e9f-8a85-85981bdbefef","Employ fire detection systems that activate automatically and notify {{ insert: param, PE-13(1)-1 }} and {{ insert: param, PE-13(1)-2 }} in the event of a fire.GuidanceOrganizations can identify personnel, roles, and emergency responders if individuals on the notification list need to have access authorizations or clearances (e.g., to enter to facilities where access is restricted due to the classification or impact level of information within the facility). Notification mechanisms may require independent energy sources to ensure that the notification capability is not adversely affected by the fire."
"PE-13(2)","PE-13(02) - Suppression Systems — Automatic Activation and Notification","Physical and Environmental Protection","","pe-13.02","87013d8c-9c43-4a99-a711-8b8081313fb1","(a) Employ fire suppression systems that activate automatically and notify {{ insert: param, PE-13(2)(a)-1 }} and {{ insert: param, PE-13(2)(a)-2 }} ; and(b) Employ an automatic fire suppression capability when the facility is not staffed on a continuous basis.GuidanceOrganizations can identify specific personnel, roles, and emergency responders if individuals on the notification list need to have appropriate access authorizations and/or clearances (e.g., to enter to facilities where access is restricted due to the impact level or classification of information within the facility). Notification mechanisms may require independent energy sources to ensure that the notification capability is not adversely affected by the fire."
"PE-17","PE-17 - Alternate Work Site","Physical and Environmental Protection","","pe-17","db22ce16-c825-40af-8ddb-f1ec358d735f","a. Determine and document the {{ insert: param, PE-17(a) }} allowed for use by employees;b. Employ the following controls at alternate work sites: {{ insert: param, PE-17(b) }};c. Assess the effectiveness of controls at alternate work sites; andd. Provide a means for employees to communicate with information security and privacy personnel in case of incidents.GuidanceAlternate work sites include government facilities or the private residences of employees. While distinct from alternative processing sites, alternate work sites can provide readily available alternate locations during contingency operations. Organizations can define different sets of controls for specific alternate work sites or types of sites depending on the work-related activities conducted at the sites. Implementing and assessing the effectiveness of organization-defined controls and providing a means to communicate incidents at alternate work sites supports the contingency planning activities of organizations."
"PS-3(3)","PS-03(03) - Information Requiring Special Protective Measures","Personnel Security","","ps-03.03","0af0d8dc-e147-41ef-96d6-d028367829b4","Verify that individuals accessing a system processing, storing, or transmitting information requiring special protection:(a) Have valid access authorizations that are demonstrated by assigned official government duties; and(b) Satisfy {{ insert: param, PS-3(3)(b) }}.GuidanceOrganizational information that requires special protection includes controlled unclassified information. Personnel security criteria include position sensitivity background screening requirements."
"RA-5(3)","RA-05(03) - Breadth and Depth of Coverage","Risk Assessment","","ra-05.03","c666619e-0968-46a7-a953-e8020daef53f","Define the breadth and depth of vulnerability scanning coverage.GuidanceThe breadth of vulnerability scanning coverage can be expressed as a percentage of components within the system, by the particular types of systems, by the criticality of systems, or by the number of vulnerabilities to be checked. Conversely, the depth of vulnerability scanning coverage can be expressed as the level of the system design that the organization intends to monitor (e.g., component, module, subsystem, element). Organizations can determine the sufficiency of vulnerability scanning coverage with regard to its risk tolerance and other factors. Scanning tools and how the tools are configured may affect the depth and coverage. Multiple scanning tools may be needed to achieve the desired depth and coverage. <a href=""#a21aef46-7330-48a0-b2e1-c5bb8b2dd11d"">SP 800-53A</a> provides additional information on the breadth and depth of coverage."
"RA-5(5)","RA-05(05) - Privileged Access","Risk Assessment","","ra-05.05","62b03a74-5173-47c7-bc78-051c394f0a6f","Implement privileged access authorization to {{ insert: param, RA-5(5)-1 }} for {{ insert: param, RA-5(5)-2 }}.GuidanceIn certain situations, the nature of the vulnerability scanning may be more intrusive, or the system component that is the subject of the scanning may contain classified or controlled unclassified information, such as personally identifiable information. Privileged access authorization to selected system components facilitates more thorough vulnerability scanning and protects the sensitive nature of such scanning."
"RA-9","RA-09 - Criticality Analysis","Risk Assessment","","ra-09","d47312dc-b196-4ed9-8f0f-62129f51e335","Identify critical system components and functions by performing a criticality analysis for {{ insert: param, RA-9-1 }} at {{ insert: param, RA-9-2 }}.GuidanceNot all system components, functions, or services necessarily require significant protections. For example, criticality analysis is a key tenet of supply chain risk management and informs the prioritization of protection activities. The identification of critical system components and functions considers applicable laws, executive orders, regulations, directives, policies, standards, system functionality requirements, system and component interfaces, and system and component dependencies. Systems engineers conduct a functional decomposition of a system to identify mission-critical functions and components. The functional decomposition includes the identification of organizational missions supported by the system, decomposition into the specific functions to perform those missions, and traceability to the hardware, software, and firmware components that implement those functions, including when the functions are shared by many components within and external to the system.The operational environment of a system or a system component may impact the criticality, including the connections to and dependencies on cyber-physical systems, devices, system-of-systems, and outsourced IT services. System components that allow unmediated access to critical system components or functions are considered critical due to the inherent vulnerabilities that such components create. Component and function criticality are assessed in terms of the impact of a component or function failure on the organizational missions that are supported by the system that contains the components and functions.Criticality analysis is performed when an architecture or design is being developed, modified, or upgraded. If such analysis is performed early in the system development life cycle, organizations may be able to modify the system design to reduce the critical nature of these components and functions, such as by adding redundancy or alternate paths into the system design. Criticality analysis can also influence the protection measures required by development contractors. In addition to criticality analysis for systems, system components, and system services, criticality analysis of information is an important consideration. Such analysis is conducted as part of security categorization in <a href=""#ra-2"">RA-2</a>."
"SA-4(1)","SA-04(01) - Functional Properties of Controls","System and Services Acquisition","","sa-04.01","21a801f7-8b70-4992-be46-dfcb703ef26b","Require the developer of the system, system component, or system service to provide a description of the functional properties of the controls to be implemented.GuidanceFunctional properties of security and privacy controls describe the functionality (i.e., security or privacy capability, functions, or mechanisms) visible at the interfaces of the controls and specifically exclude functionality and data structures internal to the operation of the controls."
"SA-4(2)","SA-04(02) - Design and Implementation Information for Controls","System and Services Acquisition","","sa-04.02","0c37cb92-ff5c-4920-ad47-473fe6209b24","Require the developer of the system, system component, or system service to provide design and implementation information for the controls that includes: {{ insert: param, SA-4(2)-1 }} at {{ insert: param, SA-4(2)-2 }}.GuidanceOrganizations may require different levels of detail in the documentation for the design and implementation of controls in organizational systems, system components, or system services based on mission and business requirements, requirements for resiliency and trustworthiness, and requirements for analysis and testing. Systems can be partitioned into multiple subsystems. Each subsystem within the system can contain one or more modules. The high-level design for the system is expressed in terms of subsystems and the interfaces between subsystems providing security-relevant functionality. The low-level design for the system is expressed in terms of modules and the interfaces between modules providing security-relevant functionality. Design and implementation documentation can include manufacturer, version, serial number, verification hash signature, software libraries used, date of purchase or download, and the vendor or download source. Source code and hardware schematics are referred to as the implementation representation of the system."
"SA-4(9)","SA-04(09) - Functions, Ports, Protocols, and Services in Use","System and Services Acquisition","","sa-04.09","78624bd4-0769-4fc0-a697-c4fb62011ec3","Require the developer of the system, system component, or system service to identify the functions, ports, protocols, and services intended for organizational use.GuidanceThe identification of functions, ports, protocols, and services early in the system development life cycle (e.g., during the initial requirements definition and design stages) allows organizations to influence the design of the system, system component, or system service. This early involvement in the system development life cycle helps organizations avoid or minimize the use of functions, ports, protocols, or services that pose unnecessarily high risks and understand the trade-offs involved in blocking specific ports, protocols, or services or requiring system service providers to do so. Early identification of functions, ports, protocols, and services avoids costly retrofitting of controls after the system, component, or system service has been implemented. <a href=""#sa-9"">SA-9</a> describes the requirements for external system services. Organizations identify which functions, ports, protocols, and services are provided from external sources."
"SA-9(1)","SA-09(01) - Risk Assessments and Organizational Approvals","System and Services Acquisition","","sa-09.01","785c90ac-90e7-4295-8a8f-5c4aa3d5be38","(a) Conduct an organizational assessment of risk prior to the acquisition or outsourcing of information security services; and(b) Verify that the acquisition or outsourcing of dedicated information security services is approved by {{ insert: param, SA-9(1)(b) }}.GuidanceInformation security services include the operation of security devices, such as firewalls or key management services as well as incident monitoring, analysis, and response. Risks assessed can include system, mission or business, security, privacy, or supply chain risks."
"SA-9(2)","SA-09(02) - Identification of Functions, Ports, Protocols, and Services","System and Services Acquisition","","sa-09.02","db62cff4-a2e8-480f-b5aa-a38c0785ba2b","Require providers of the following external system services to identify the functions, ports, protocols, and other services required for the use of such services: {{ insert: param, SA-9(2) }}.GuidanceInformation from external service providers regarding the specific functions, ports, protocols, and services used in the provision of such services can be useful when the need arises to understand the trade-offs involved in restricting certain functions and services or blocking certain ports and protocols."
"SA-9(5)","SA-09(05) - Processing, Storage, and Service Location","System and Services Acquisition","","sa-09.05","08915146-58c4-4258-b804-3e8218b57fe9","Restrict the location of {{ insert: param, SA-9(5)-1 }} to {{ insert: param, SA-9(5)-2 }} based on {{ insert: param, SA-9(5)-3 }}.GuidanceThe location of information processing, information and data storage, or system services can have a direct impact on the ability of organizations to successfully execute their mission and business functions. The impact occurs when external providers control the location of processing, storage, or services. The criteria that external providers use for the selection of processing, storage, or service locations may be different from the criteria that organizations use. For example, organizations may desire that data or information storage locations be restricted to certain locations to help facilitate incident response activities in case of information security incidents or breaches. Incident response activities, including forensic analyses and after-the-fact investigations, may be adversely affected by the governing laws, policies, or protocols in the locations where processing and storage occur and/or the locations from which system services emanate."
"SA-10","SA-10 - Developer Configuration Management","System and Services Acquisition","","sa-10","7be3e167-3bba-403a-be99-b73fa420eb88","Require the developer of the system, system component, or system service to:a. Perform configuration management during system, component, or service {{ insert: param, SA-10(a) }};b. Document, manage, and control the integrity of changes to {{ insert: param, SA-10(b) }};c. Implement only organization-approved changes to the system, component, or service;d. Document approved changes to the system, component, or service and the potential security and privacy impacts of such changes; ande. Track security flaws and flaw resolution within the system, component, or service and report findings to {{ insert: param, SA-10(e) }}.GuidanceOrganizations consider the quality and completeness of configuration management activities conducted by developers as direct evidence of applying effective security controls. Controls include protecting the master copies of material used to generate security-relevant portions of the system hardware, software, and firmware from unauthorized modification or destruction. Maintaining the integrity of changes to the system, system component, or system service requires strict configuration control throughout the system development life cycle to track authorized changes and prevent unauthorized changes.The configuration items that are placed under configuration management include the formal model; the functional, high-level, and low-level design specifications; other design data; implementation documentation; source code and hardware schematics; the current running version of the object code; tools for comparing new versions of security-relevant hardware descriptions and source code with previous versions; and test fixtures and documentation. Depending on the mission and business needs of organizations and the nature of the contractual relationships in place, developers may provide configuration management support during the operations and maintenance stage of the system development life cycle.SA-10 Additional FedRAMP Requirements and Guidance<b>(e) Requirement:</b> track security flaws and flaw resolution within the system, component, or service and report findings to organization-defined personnel, to include FedRAMP."
