controlId,title,family,description,parameters,objectives,enhancements
PM-32,PM-32 - Purposing,Program Management,"Analyze supporting mission essential services or functions to ensure that the information resources are being used consistent with their intended purpose. Discussion Systems are designed to support a specific mission or business function. However, over time, systems and system components may be used to support services and functions that are outside of the scope of the intended mission or business functions. This can result in exposing information resources to unintended environments and uses that can significantly increase threat exposure. In doing so, the systems are more vulnerable to compromise, which can ultimately impact the services and functions for which they were intended. This is especially impactful for mission-essential services and functions. By analyzing resource use, organizations can identify such potential exposures.","[{""uuid"":""0317010f-ca4f-4ec8-b23f-6df33e003803"",""parameterId"":""PM-32"",""text"":""systems or system components"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined systems or system components] "",""displayName"":"""",""dataType"":"""",""otherId"":""pm-32_odp""}]","[{""uuid"":""36936a1b-2927-433b-be13-9b4d6246313a"",""name"":""PM-32"",""objectiveType"":"""",""otherId"":""pm-32_smt"",""description"":""Analyze {{ insert: param, PM-32 }} supporting mission essential services or functions to ensure that the information resources are being used consistent with their intended purpose.""}]",
PS-1,PS-01 - Policy and Procedures,Personnel Security,"a. Develop, document, and disseminate to : 1. personnel security policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the personnel security policy and the associated personnel security controls; b. Designate an to manage the development, documentation, and dissemination of the personnel security policy and procedures; and c. Review and update the current personnel security: 1. Policy and following ; and 2. Procedures and following . Discussion Personnel security policy and procedures for the controls in the PS family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on their development. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission level or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies reflecting the complex nature of organizations. Procedures can be established for security and privacy programs, for mission/business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to personnel security policy and procedures include, but are not limited to, assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure. OT Discussion The policy specifically addresses the unique properties and requirements of OT and the relationship to non-OT systems.","[{""uuid"":""fa000895-276d-4b11-ad66-9721dafef4f3"",""parameterId"":""PS-1(a)"",""text"":""organization-defined personnel or roles"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization-defined personnel or roles] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-1_prm_1""},{""uuid"":""ee8a6b6e-7272-4895-90ae-6b14b07d8f12"",""parameterId"":""PS-1(a)(1)"",""text"":""[Selection (one or more): organization-level; mission/business process-level; system-level]"",""constraints"":"""",""guidance"":"""",""default"":""[Selection (one or more): organization-level; mission/business process-level; system-level]"",""displayName"":"""",""dataType"":"""",""otherId"":""ps-01_odp.03""},{""uuid"":""a6a6e419-6342-4835-baf1-8c60635f6df8"",""parameterId"":""PS-1(b)"",""text"":""official"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined official] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-01_odp.04""},{""uuid"":""b187b5f2-aee6-4fa9-b721-81dc08bb0f37"",""parameterId"":""PS-1(c)(1)-1"",""text"":""frequency"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined frequency] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-01_odp.05""},{""uuid"":""f21aee7b-31cf-49f8-9c01-c22b42977409"",""parameterId"":""PS-1(c)(1)-2"",""text"":""events"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined events] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-01_odp.06""},{""uuid"":""c8e4d7a1-e9cc-42d8-acb4-6786a42c11bc"",""parameterId"":""PS-1(c)(2)-1"",""text"":""frequency"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined frequency] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-01_odp.07""},{""uuid"":""c620e1a3-5add-4830-9a38-0f1e328103d2"",""parameterId"":""PS-1(c)(2)-2"",""text"":""events"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined events] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-01_odp.08""}]","[{""uuid"":""a7f76bdb-1968-4380-8c19-889eb0f4b0c0"",""name"":""a."",""objectiveType"":"""",""otherId"":""ps-1_smt.a"",""description"":""<ul><li>a. Develop, document, and disseminate to {{ insert: param, PS-1(a) }}:</li><ul><li>1. {{ insert: param, PS-1(a)(1) }} personnel security policy that:</li><ul><li>(a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and</li><li>(b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and</li></ul><li>2. Procedures to facilitate the implementation of the personnel security policy and the associated personnel security controls;</li></ul>""},{""uuid"":""4f269325-59e5-48cf-bf09-989a6ce4da99"",""name"":""b."",""objectiveType"":"""",""otherId"":""ps-1_smt.b"",""description"":""<ul><li>b. Designate an {{ insert: param, PS-1(b) }} to manage the development, documentation, and dissemination of the personnel security policy and procedures; and</li></ul>""},{""uuid"":""a17f967f-5c6e-46be-be09-e8b141d59c74"",""name"":""c."",""objectiveType"":"""",""otherId"":""ps-1_smt.c"",""description"":""<ul><li>c. Review and update the current personnel security:</li><ul><li>1. Policy {{ insert: param, PS-1(c)(1)-1 }} and following {{ insert: param, PS-1(c)(1)-2 }} ; and</li><li>2. Procedures {{ insert: param, PS-1(c)(2)-1 }} and following {{ insert: param, PS-1(c)(2)-2 }}.</li></ul>""}]",
PS-2,PS-02 - Position Risk Designation,Personnel Security,"a. Assign a risk designation to all organizational positions; b. Establish screening criteria for individuals filling those positions; and c. Review and update position risk designations . Discussion Position risk designations reflect Office of Personnel Management (OPM) policy and guidance. Proper position designation is the foundation of an effective and consistent suitability and personnel security program. The Position Designation System (PDS) assesses the duties and responsibilities of a position to determine the degree of potential damage to the efficiency or integrity of the service due to misconduct of an incumbent of a position and establishes the risk level of that position. The PDS assessment also determines if the duties and responsibilities of the position present the potential for position incumbents to bring about a material adverse effect on national security and the degree of that potential effect, which establishes the sensitivity level of a position. The results of the assessment determine what level of investigation is conducted for a position. Risk designations can guide and inform the types of authorizations that individuals receive when accessing organizational information and information systems. Position screening criteria include explicit information security role appointment requirements. Parts 1400 and 731 of Title 5, Code of Federal Regulations, establish the requirements for organizations to evaluate relevant covered positions for a position sensitivity and position risk designation commensurate with the duties and responsibilities of those positions. OT Discussion Private organizations should utilize existing sector-specific regulations, laws, policy, and guidance for determining appropriate risk designations for positions.","[{""uuid"":""10b9901c-ae98-4daf-b67c-20a09907de30"",""parameterId"":""PS-2(c)"",""text"":""frequency"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined frequency] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-02_odp""}]","[{""uuid"":""fb91e35c-88de-4c43-9cbd-e07962ebd173"",""name"":""a."",""objectiveType"":"""",""otherId"":""ps-2_smt.a"",""description"":""<ul><li>a. Assign a risk designation to all organizational positions;</li></ul>""},{""uuid"":""c7d3270d-f785-48ad-92fd-a5173d8228c9"",""name"":""b."",""objectiveType"":"""",""otherId"":""ps-2_smt.b"",""description"":""<ul><li>b. Establish screening criteria for individuals filling those positions; and</li></ul>""},{""uuid"":""7199fa2e-34a1-4a27-bfd4-5d09c2845ba6"",""name"":""c."",""objectiveType"":"""",""otherId"":""ps-2_smt.c"",""description"":""<ul><li>c. Review and update position risk designations {{ insert: param, PS-2(c) }}.</li></ul>""}]",
PS-3,PS-03 - Personnel Screening,Personnel Security,"a. Screen individuals prior to authorizing access to the system; and b. Rescreen individuals in accordance with . Discussion Personnel screening and rescreening activities reflect applicable laws, executive orders, directives, regulations, policies, standards, guidelines, and specific criteria established for the risk designations of assigned positions. Examples of personnel screening include background investigations and agency checks. Organizations may define different rescreening conditions and frequencies for personnel accessing systems based on types of information processed, stored, or transmitted by the systems.","[{""uuid"":""ac69baec-6c74-4e6f-b672-86dbf4a4e428"",""parameterId"":""PS-3(b)"",""text"":""organization-defined conditions requiring rescreening and, where rescreening is so indicated, the frequency of rescreening"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization-defined conditions requiring rescreening and, where rescreening is so indicated, the frequency of rescreening] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-3_prm_1""}]","[{""uuid"":""e9b63931-c800-4321-8fef-88fc238aa9c5"",""name"":""a."",""objectiveType"":"""",""otherId"":""ps-3_smt.a"",""description"":""<ul><li>a. Screen individuals prior to authorizing access to the system; and</li></ul>""},{""uuid"":""33554f4e-ad7d-4726-a933-f49346c83cb7"",""name"":""b."",""objectiveType"":"""",""otherId"":""ps-3_smt.b"",""description"":""<ul><li>b. Rescreen individuals in accordance with {{ insert: param, PS-3(b) }}.</li></ul>""}]",Enhancements PS-3(1) - Classified Information PS-3(2) - Formal Indoctrination PS-3(3) - Information Requiring Special Protective Measures PS-3(4) - Citizenship Requirements
PS-4,PS-04 - Personnel Termination,Personnel Security,"Upon termination of individual employment: a. Disable system access within ; b. Terminate or revoke any authenticators and credentials associated with the individual; c. Conduct exit interviews that include a discussion of ; d. Retrieve all security-related organizational system-related property; and e. Retain access to organizational information and systems formerly controlled by terminated individual. Discussion System property includes hardware authentication tokens, system administration technical manuals, keys, identification cards, and building passes. Exit interviews ensure that terminated individuals understand the security constraints imposed by being former employees and that proper accountability is achieved for system-related property. Security topics at exit interviews include reminding individuals of nondisclosure agreements and potential limitations on future employment. Exit interviews may not always be possible for some individuals, including in cases related to the unavailability of supervisors, illnesses, or job abandonment. Exit interviews are important for individuals with security clearances. The timely execution of termination actions is essential for individuals who have been terminated for cause. In certain situations, organizations consider disabling the system accounts of individuals who are being terminated prior to the individuals being notified.","[{""uuid"":""7ff39a36-8922-45c5-9b2a-c707a0777abd"",""parameterId"":""PS-4(a)"",""text"":""time period"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined time period] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-04_odp.01""},{""uuid"":""6a9f9507-2f94-431e-93aa-801bce146edf"",""parameterId"":""PS-4(c)"",""text"":""information security topics"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined information security topics] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-04_odp.02""}]","[{""uuid"":""48d3eae1-3ee7-4692-b3a5-014f662e5fc8"",""name"":""a."",""objectiveType"":"""",""otherId"":""ps-4_smt.a"",""description"":""<ul><li>a. Upon termination of individual employment: Disable system access within {{ insert: param, PS-4(a) }};</li></ul>""},{""uuid"":""3969a819-0308-4932-946b-3d238ae8f9a8"",""name"":""b."",""objectiveType"":"""",""otherId"":""ps-4_smt.b"",""description"":""<ul><li>b. Upon termination of individual employment: Terminate or revoke any authenticators and credentials associated with the individual;</li></ul>""},{""uuid"":""1f6ce260-eed3-4120-8585-1a8b50956f75"",""name"":""c."",""objectiveType"":"""",""otherId"":""ps-4_smt.c"",""description"":""<ul><li>c. Upon termination of individual employment: Conduct exit interviews that include a discussion of {{ insert: param, PS-4(c) }};</li></ul>""},{""uuid"":""205ebafd-6433-4784-901f-b28cc5b859dc"",""name"":""d."",""objectiveType"":"""",""otherId"":""ps-4_smt.d"",""description"":""<ul><li>d. Upon termination of individual employment: Retrieve all security-related organizational system-related property; and</li></ul>""},{""uuid"":""ca20ff36-8cab-4ac0-87ab-e7009d6c36af"",""name"":""e."",""objectiveType"":"""",""otherId"":""ps-4_smt.e"",""description"":""<ul><li>e. Upon termination of individual employment: Retain access to organizational information and systems formerly controlled by terminated individual.</li></ul>""}]",Enhancements PS-4(1) - Post-employment Requirements PS-4(2) - Automated Actions
PS-5,PS-05 - Personnel Transfer,Personnel Security,"a. Review and confirm ongoing operational need for current logical and physical access authorizations to systems and facilities when individuals are reassigned or transferred to other positions within the organization; b. Initiate within ; c. Modify access authorization as needed to correspond with any changes in operational need due to reassignment or transfer; and d. Notify within . Discussion Personnel transfer applies when reassignments or transfers of individuals are permanent or of such extended duration as to make the actions warranted. Organizations define actions appropriate for the types of reassignments or transfers, whether permanent or extended. Actions that may be required for personnel transfers or reassignments to other positions within organizations include returning old and issuing new keys, identification cards, and building passes; closing system accounts and establishing new accounts; changing system access authorizations (i.e., privileges); and providing for access to official records to which individuals had access at previous work locations and in previous system accounts.","[{""uuid"":""e4fad8cf-ec9c-4387-8fe5-1e3847406dbe"",""parameterId"":""PS-5(b)-1"",""text"":""transfer or reassignment actions"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined transfer or reassignment actions] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-05_odp.01""},{""uuid"":""db766c3d-04c1-4855-8350-510f75e0dd04"",""parameterId"":""PS-5(b)-2"",""text"":""time period following the formal transfer action"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined time period following the formal transfer action] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-05_odp.02""},{""uuid"":""75b0d0f4-c3d6-45b4-ace9-dd6b79f45b68"",""parameterId"":""PS-5(d)-1"",""text"":""personnel or roles"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined personnel or roles] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-05_odp.03""},{""uuid"":""2fc6c171-f726-4307-8dd1-e8895ec91d58"",""parameterId"":""PS-5(d)-2"",""text"":""time period"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined time period] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-05_odp.04""}]","[{""uuid"":""2904737c-52b0-4017-8461-57c3353df747"",""name"":""a."",""objectiveType"":"""",""otherId"":""ps-5_smt.a"",""description"":""<ul><li>a. Review and confirm ongoing operational need for current logical and physical access authorizations to systems and facilities when individuals are reassigned or transferred to other positions within the organization;</li></ul>""},{""uuid"":""8a798546-c54f-4f75-b120-94d44fbe0f95"",""name"":""b."",""objectiveType"":"""",""otherId"":""ps-5_smt.b"",""description"":""<ul><li>b. Initiate {{ insert: param, PS-5(b)-1 }} within {{ insert: param, PS-5(b)-2 }};</li></ul>""},{""uuid"":""c332925a-7fd3-41e1-868f-60f8a1410287"",""name"":""c."",""objectiveType"":"""",""otherId"":""ps-5_smt.c"",""description"":""<ul><li>c. Modify access authorization as needed to correspond with any changes in operational need due to reassignment or transfer; and</li></ul>""},{""uuid"":""8ca68a57-bf34-4dde-8c10-dbcfd6cf7f95"",""name"":""d."",""objectiveType"":"""",""otherId"":""ps-5_smt.d"",""description"":""<ul><li>d. Notify {{ insert: param, PS-5(d)-1 }} within {{ insert: param, PS-5(d)-2 }}.</li></ul>""}]",
PS-6,PS-06 - Access Agreements,Personnel Security,"a. Develop and document access agreements for organizational systems; b. Review and update the access agreements ; and c. Verify that individuals requiring access to organizational information and systems: 1. Sign appropriate access agreements prior to being granted access; and 2. Re-sign access agreements to maintain access to organizational systems when access agreements have been updated or . Discussion Access agreements include nondisclosure agreements, acceptable use agreements, rules of behavior, and conflict-of-interest agreements. Signed access agreements include an acknowledgement that individuals have read, understand, and agree to abide by the constraints associated with organizational systems to which access is authorized. Organizations can use electronic signatures to acknowledge access agreements unless specifically prohibited by organizational policy.","[{""uuid"":""1a332176-a34f-4ac5-9be4-ac0031456423"",""parameterId"":""PS-6(b)"",""text"":""frequency"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined frequency] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-06_odp.01""},{""uuid"":""121342c6-2420-4ff9-85bc-32ea84d62ea0"",""parameterId"":""PS-6(c)(2)"",""text"":""frequency"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined frequency] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-06_odp.02""}]","[{""uuid"":""cca1cb59-d75a-414b-b9cb-9ef0ec45a63c"",""name"":""a."",""objectiveType"":"""",""otherId"":""ps-6_smt.a"",""description"":""<ul><li>a. Develop and document access agreements for organizational systems;</li></ul>""},{""uuid"":""72c1c2a0-6e78-44a3-8063-8b9142384f7b"",""name"":""b."",""objectiveType"":"""",""otherId"":""ps-6_smt.b"",""description"":""<ul><li>b. Review and update the access agreements {{ insert: param, PS-6(b) }} ; and</li></ul>""},{""uuid"":""34566f07-54e1-436d-908b-17adab607ab0"",""name"":""c."",""objectiveType"":"""",""otherId"":""ps-6_smt.c"",""description"":""<ul><li>c. Verify that individuals requiring access to organizational information and systems:</li><ul><li>1. Sign appropriate access agreements prior to being granted access; and</li><li>2. Re-sign access agreements to maintain access to organizational systems when access agreements have been updated or {{ insert: param, PS-6(c)(2) }}.</li></ul>""}]",Enhancements PS-6(2) - Classified Information Requiring Special Protection PS-6(3) - Post-employment Requirements
PS-7,PS-07 - External Personnel Security,Personnel Security,"a. Establish personnel security requirements, including security roles and responsibilities for external providers; b. Require external providers to comply with personnel security policies and procedures established by the organization; c. Document personnel security requirements; d. Require external providers to notify of any personnel transfers or terminations of external personnel who possess organizational credentials and/or badges, or who have system privileges within ; and e. Monitor provider compliance with personnel security requirements. Discussion External provider refers to organizations other than the organization operating or acquiring the system. External providers include service bureaus, contractors, and other organizations that provide system development, information technology services, testing or assessment services, outsourced applications, and network/security management. Organizations explicitly include personnel security requirements in acquisition-related documents. External providers may have personnel working at organizational facilities with credentials, badges, or system privileges issued by organizations. Notifications of external personnel changes ensure the appropriate termination of privileges and credentials. Organizations define the transfers and terminations deemed reportable by security-related characteristics that include functions, roles, and the nature of credentials or privileges associated with transferred or terminated individuals.","[{""uuid"":""dcd16eb8-e8f3-42ca-a0f4-71531f710b5e"",""parameterId"":""PS-7(d)-1"",""text"":""personnel or roles"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined personnel or roles] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-07_odp.01""},{""uuid"":""0413b08e-998a-4b43-96e5-1c5767b8f586"",""parameterId"":""PS-7(d)-2"",""text"":""time period"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined time period] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-07_odp.02""}]","[{""uuid"":""f62eff00-2981-4afa-b775-3d0fcd3935af"",""name"":""a."",""objectiveType"":"""",""otherId"":""ps-7_smt.a"",""description"":""<ul><li>a. Establish personnel security requirements, including security roles and responsibilities for external providers;</li></ul>""},{""uuid"":""fc2163c6-f847-4375-ae81-298c1bc282ed"",""name"":""b."",""objectiveType"":"""",""otherId"":""ps-7_smt.b"",""description"":""<ul><li>b. Require external providers to comply with personnel security policies and procedures established by the organization;</li></ul>""},{""uuid"":""ff8d0a4d-6ae7-461a-a418-4097527ff89a"",""name"":""c."",""objectiveType"":"""",""otherId"":""ps-7_smt.c"",""description"":""<ul><li>c. Document personnel security requirements;</li></ul>""},{""uuid"":""a30ae642-e116-4daa-b038-cf366789dcb8"",""name"":""d."",""objectiveType"":"""",""otherId"":""ps-7_smt.d"",""description"":""<ul><li>d. Require external providers to notify {{ insert: param, PS-7(d)-1 }} of any personnel transfers or terminations of external personnel who possess organizational credentials and/or badges, or who have system privileges within {{ insert: param, PS-7(d)-2 }} ; and</li></ul>""},{""uuid"":""8e788c62-772b-49a8-9089-eaa41ce362e9"",""name"":""e."",""objectiveType"":"""",""otherId"":""ps-7_smt.e"",""description"":""<ul><li>e. Monitor provider compliance with personnel security requirements.</li></ul>""}]",
PS-8,PS-08 - Personnel Sanctions,Personnel Security,"a. Employ a formal sanctions process for individuals failing to comply with established information security and privacy policies and procedures; and b. Notify within when a formal employee sanctions process is initiated, identifying the individual sanctioned and the reason for the sanction. Discussion Organizational sanctions reflect applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Sanctions processes are described in access agreements and can be included as part of general personnel policies for organizations and/or specified in security and privacy policies. Organizations consult with the Office of the General Counsel regarding matters of employee sanctions.","[{""uuid"":""8446d096-3b4e-4d37-ab99-0523f414ea11"",""parameterId"":""PS-8(b)-1"",""text"":""personnel or roles"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined personnel or roles] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-08_odp.01""},{""uuid"":""c8509fcf-aa92-441f-8aa5-2a6117959da0"",""parameterId"":""PS-8(b)-2"",""text"":""time period"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined time period] "",""displayName"":"""",""dataType"":"""",""otherId"":""ps-08_odp.02""}]","[{""uuid"":""9bc57331-38dd-47ae-aacc-4372234e8197"",""name"":""a."",""objectiveType"":"""",""otherId"":""ps-8_smt.a"",""description"":""<ul><li>a. Employ a formal sanctions process for individuals failing to comply with established information security and privacy policies and procedures; and</li></ul>""},{""uuid"":""622fe581-472d-4bc6-aa45-4eece78817a2"",""name"":""b."",""objectiveType"":"""",""otherId"":""ps-8_smt.b"",""description"":""<ul><li>b. Notify {{ insert: param, PS-8(b)-1 }} within {{ insert: param, PS-8(b)-2 }} when a formal employee sanctions process is initiated, identifying the individual sanctioned and the reason for the sanction.</li></ul>""}]",
PS-9,PS-09 - Position Descriptions,Personnel Security,Incorporate security and privacy roles and responsibilities into organizational position descriptions. Discussion Specification of security and privacy roles in individual organizational position descriptions facilitates clarity in understanding the security or privacy responsibilities associated with the roles and the role-based security and privacy training requirements for the roles.,,"[{""uuid"":""6e2c879a-8374-49a6-aa39-ab7077841a85"",""name"":""PS-9"",""objectiveType"":"""",""otherId"":""ps-9_smt"",""description"":""Incorporate security and privacy roles and responsibilities into organizational position descriptions.""}]",
RA-1,RA-01 - Policy and Procedures,Risk Assessment,"a. Develop, document, and disseminate to : 1. risk assessment policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the risk assessment policy and the associated risk assessment controls; b. Designate an to manage the development, documentation, and dissemination of the risk assessment policy and procedures; and c. Review and update the current risk assessment: 1. Policy and following ; and 2. Procedures and following . Discussion Risk assessment policy and procedures address the controls in the RA family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of risk assessment policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies reflecting the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to risk assessment policy and procedures include assessment or audit findings, security incidents or breaches, or changes in laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure. OT Discussion The policy specifically addresses the unique properties and requirements of OT and the relationship to non-OT systems.","[{""uuid"":""b3357d1e-b309-45d2-b79b-44b5835ba63b"",""parameterId"":""RA-1(a)"",""text"":""organization-defined personnel or roles"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization-defined personnel or roles] "",""displayName"":"""",""dataType"":"""",""otherId"":""ra-1_prm_1""},{""uuid"":""3bbd89ac-5538-4413-ac6f-72ce1aa35e1a"",""parameterId"":""RA-1(a)(1)"",""text"":""[Selection (one or more): organization-level; mission/business process-level; system-level]"",""constraints"":"""",""guidance"":"""",""default"":""[Selection (one or more): organization-level; mission/business process-level; system-level]"",""displayName"":"""",""dataType"":"""",""otherId"":""ra-01_odp.03""},{""uuid"":""0944d697-c3af-4ebc-baac-9f85dd060403"",""parameterId"":""RA-1(b)"",""text"":""official"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined official] "",""displayName"":"""",""dataType"":"""",""otherId"":""ra-01_odp.04""},{""uuid"":""ebfd3e37-873e-4562-ad53-1ff6858904a4"",""parameterId"":""RA-1(c)(1)-1"",""text"":""frequency"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined frequency] "",""displayName"":"""",""dataType"":"""",""otherId"":""ra-01_odp.05""},{""uuid"":""46e788a2-16c5-47f7-a56f-2db0eb7a230f"",""parameterId"":""RA-1(c)(1)-2"",""text"":""events"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined events] "",""displayName"":"""",""dataType"":"""",""otherId"":""ra-01_odp.06""},{""uuid"":""5d3c1fa8-bf6b-4620-83fe-d40d789e9123"",""parameterId"":""RA-1(c)(2)-1"",""text"":""frequency"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined frequency] "",""displayName"":"""",""dataType"":"""",""otherId"":""ra-01_odp.07""},{""uuid"":""4b1b9909-c764-4b00-8371-2474ea3153e4"",""parameterId"":""RA-1(c)(2)-2"",""text"":""events"",""constraints"":"""",""guidance"":"""",""default"":"" [Assignment: organization defined events] "",""displayName"":"""",""dataType"":"""",""otherId"":""ra-01_odp.08""}]","[{""uuid"":""04f1ba03-52d1-431a-892a-66b831946588"",""name"":""a."",""objectiveType"":"""",""otherId"":""ra-1_smt.a"",""description"":""<ul><li>a. Develop, document, and disseminate to {{ insert: param, RA-1(a) }}:</li><ul><li>1. {{ insert: param, RA-1(a)(1) }} risk assessment policy that:</li><ul><li>(a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and</li><li>(b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and</li></ul><li>2. Procedures to facilitate the implementation of the risk assessment policy and the associated risk assessment controls;</li></ul>""},{""uuid"":""eb7b9ead-f3a2-49e3-82b7-55559e0bcca9"",""name"":""b."",""objectiveType"":"""",""otherId"":""ra-1_smt.b"",""description"":""<ul><li>b. Designate an {{ insert: param, RA-1(b) }} to manage the development, documentation, and dissemination of the risk assessment policy and procedures; and</li></ul>""},{""uuid"":""ccd01f79-4a39-4117-bb8f-1083714d3076"",""name"":""c."",""objectiveType"":"""",""otherId"":""ra-1_smt.c"",""description"":""<ul><li>c. Review and update the current risk assessment:</li><ul><li>1. Policy {{ insert: param, RA-1(c)(1)-1 }} and following {{ insert: param, RA-1(c)(1)-2 }} ; and</li><li>2. Procedures {{ insert: param, RA-1(c)(2)-1 }} and following {{ insert: param, RA-1(c)(2)-2 }}.</li></ul>""}]",
