FDE#,FDE Name,Focal Document Element (FDE),Confidence Levels,NIST IR-8477 Rational,STRM Rationale,STRM Relationship,Strength of Relationship,OneLeet_Controls Requirement Title,Target ID #,OneLeet_Controls Requirement Description,Notes
IA-12,IA-12 - Identity Proofing,"a. Identity proof users that require accounts for logical access to systems based on appropriate identity assurance level requirements as specified in applicable standards and guidelines;b. Resolve user identities to a unique individual; andc. Collect, validate, and verify identity evidence.GuidanceIdentity proofing is the process of collecting, validating, and verifying a user’s identity information for the purposes of establishing credentials for accessing a system. Identity proofing is int...",medium,functional,"FedRAMP_R5_Moderate_Unique IA-12 requires a. Identity proof users that require accounts for logical access to systems based on appropriate identity assurance level requirements as specified in applicable standards and g.... OneLeet_Controls DM.VOCI.V1 requires Verify the identity of consumers submitting privacy requests in accordance with CCPA requirements. Verification procedures ensure that access, deletion, or opt-out requests are.... Both address access control. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Verification of Consumer Identity,DM.VOCI.V1,"Verify the identity of consumers submitting privacy requests in accordance with CCPA requirements. Verification procedures ensure that access, deletion, or opt-out requests are processed only for legitimate requestors, protecting personal information from unauthorized disclosure. The process is documented, monitored, and updated as needed to maintain security and regulatory compliance.","Shared scope: access control; audit and monitoring. FedRAMP_R5_Moderate_Unique additionally includes authentication, ia-12, identification; OneLeet_Controls emphasizes accordance, ccpa, consumer."
IA-12(2),IA-12(02) - Identity Evidence,"Require evidence of individual identification be presented to the registration authority.GuidanceIdentity evidence, such as documentary evidence or a combination of documents and biometrics, reduces the likelihood of individuals using fraudulent identification to establish an identity or at least increases the work factor of potential adversaries. The forms of acceptable evidence are consistent with the risks to the systems, roles, and privileges associated with the user’s account.",medium,functional,"FedRAMP_R5_Moderate_Unique IA-12(2) requires Require evidence of individual identification be presented to the registration authority.GuidanceIdentity evidence, such as documentary evidence or a combination of documents an.... OneLeet_Controls AC.IM.V1 requires The full life cycle of identities shall be managed.. Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Identity management,AC.IM.V1,The full life cycle of identities shall be managed.,"Overlap: access control. Divergence: FedRAMP_R5_Moderate_Unique emphasizes evidence, identification, authentication; OneLeet_Controls emphasizes access, authorization, cycle."
IA-12(3),IA-12(03) - Identity Evidence Validation and Verification,"Require that the presented identity evidence be validated and verified through {{ insert: param, IA-12(3) }}.GuidanceValidation and verification of identity evidence increases the assurance that accounts and identifiers are being established for the correct user and authenticators are being bound to that user. Validation refers to the process of confirming that the evidence is genuine and authentic, and the data contained in the evidence is correct, current, and related to an individual. Veri...",medium,functional,"FedRAMP_R5_Moderate_Unique IA-12(3) requires Require that the presented identity evidence be validated and verified through {{ insert: param, IA-12(3) }}.GuidanceValidation and verification of identity evidence increases t.... OneLeet_Controls DM.VOCI.V1 requires Verify the identity of consumers submitting privacy requests in accordance with CCPA requirements. Verification procedures ensure that access, deletion, or opt-out requests are.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Verification of Consumer Identity,DM.VOCI.V1,"Verify the identity of consumers submitting privacy requests in accordance with CCPA requirements. Verification procedures ensure that access, deletion, or opt-out requests are processed only for legitimate requestors, protecting personal information from unauthorized disclosure. The process is documented, monitored, and updated as needed to maintain security and regulatory compliance.","Overlap: access control. Divergence: FedRAMP_R5_Moderate_Unique emphasizes evidence, ia-12, authentication; OneLeet_Controls emphasizes accordance, ccpa, consumer."
IA-12(5),IA-12(05) - Address Confirmation,"Require that a {{ insert: param, IA-12(5) }} be delivered through an out-of-band channel to verify the users address (physical or digital) of record.GuidanceTo make it more difficult for adversaries to pose as legitimate users during the identity proofing process, organizations can use out-of-band methods to ensure that the individual associated with an address of record is the same individual that participated in the registration. Confirmation can take the form of a temporary enrollment code...",medium,functional,"FedRAMP_R5_Moderate_Unique IA-12(5) requires Require that a {{ insert: param, IA-12(5) }} be delivered through an out-of-band channel to verify the users address (physical or digital) of record.GuidanceTo make it more diff.... OneLeet_Controls AC.MRFA.V1 requires Require multi-factor authentication (MFA) for administrative access to critical systems and services. MFA mitigates the risk of unauthorized administrative access and helps prot.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,MFA required for administrative access,AC.MRFA.V1,Require multi-factor authentication (MFA) for administrative access to critical systems and services. MFA mitigates the risk of unauthorized administrative access and helps protect sensitive administrative functions.,"Overlap: access control. Divergence: FedRAMP_R5_Moderate_Unique emphasizes address, ia-12, channel; OneLeet_Controls emphasizes access, administrative, mfa."
IR-3,IR-03 - Incident Response Testing,"Test the effectiveness of the incident response capability for the system {{ insert: param, IR-3-1 }} using the following tests: {{ insert: param, IR-3-2 }}.GuidanceOrganizations test incident response capabilities to determine their effectiveness and identify potential weaknesses or deficiencies. Incident response testing includes the use of checklists, walk-through or tabletop exercises, and simulations (parallel or full interrupt). Incident response testing can include a determination of t...",high,semantic,"FedRAMP_R5_Moderate_Unique IR-3 requires Test the effectiveness of the incident response capability for the system {{ insert: param, IR-3-1 }} using the following tests: {{ insert: param, IR-3-2 }}.GuidanceOrganization.... OneLeet_Controls MI.IREP.V1 requires Conduct regular incident response exercises to test the organization's response capabilities and identify areas for improvement. Incident response exercises can include tabletop.... Both address incident response. The requirements are materially equivalent in scope and intent.",equal,10,Incident response exercises performed,MI.IREP.V1,"Conduct regular incident response exercises to test the organization's response capabilities and identify areas for improvement. Incident response exercises can include tabletop exercises, simulations, or red teaming activities.",Shared scope: incident response; audit and monitoring. No material divergence detected.
IR-3(2),IR-03(02) - Coordination with Related Plans,"Coordinate incident response testing with organizational elements responsible for related plans.GuidanceOrganizational plans related to incident response testing include business continuity plans, disaster recovery plans, continuity of operations plans, contingency plans, crisis communications plans, critical infrastructure plans, and occupant emergency plans.",medium,functional,FedRAMP_R5_Moderate_Unique IR-3(2) requires Coordinate incident response testing with organizational elements responsible for related plans.GuidanceOrganizational plans related to incident response testing include busines.... OneLeet_Controls DR.DRPT.V1 requires Regularly test the organization's disaster recovery plans to ensure their effectiveness and identify areas for improvement. Testing helps validate the ability to recover critica.... Both address incident response. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,Disaster recovery plans tested,DR.DRPT.V1,Regularly test the organization's disaster recovery plans to ensure their effectiveness and identify areas for improvement. Testing helps validate the ability to recover critical systems and operations in the event of a disaster.,"Overlap: incident response; audit and monitoring. Divergence: FedRAMP_R5_Moderate_Unique emphasizes incident, related, response; OneLeet_Controls emphasizes disaster, recovery, areas."
IR-4(1),IR-04(01) - Automated Incident Handling Processes,"Support the incident handling process using {{ insert: param, IR-4(1) }}.GuidanceAutomated mechanisms that support incident handling processes include online incident management systems and tools that support the collection of live response data, full network packet capture, and forensic analysis.",medium,functional,"FedRAMP_R5_Moderate_Unique IR-4(1) requires Support the incident handling process using {{ insert: param, IR-4(1) }}.GuidanceAutomated mechanisms that support incident handling processes include online incident management.... OneLeet_Controls DM.ARHW.V1 requires Establish an automated workflow for handling consumer privacy requests in compliance with the CCPA. The system captures, validates, and routes requests—such as access, deletion,.... Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Automated Request Handling Workflow,DM.ARHW.V1,"Establish an automated workflow for handling consumer privacy requests in compliance with the CCPA. The system captures, validates, and routes requests—such as access, deletion, or opt-out of sale—ensuring timely and accurate processing. Audit trails and reporting capabilities are maintained to demonstrate compliance and support ongoing monitoring and remediation.","Overlap: incident response. Divergence: FedRAMP_R5_Moderate_Unique emphasizes incident, insert, ir-04; OneLeet_Controls emphasizes workflow, ccpa, compliance."
IR-6(1),IR-06(01) - Automated Reporting,"Report incidents using {{ insert: param, IR-6(1) }}.GuidanceThe recipients of incident reports are specified in IR-6b . Automated reporting mechanisms include email, posting on websites (with automatic updates), and automated incident response tools and programs.",medium,functional,"FedRAMP_R5_Moderate_Unique IR-6(1) requires Report incidents using {{ insert: param, IR-6(1) }}.GuidanceThe recipients of incident reports are specified in IR-6b . Automated reporting mechanisms include email, posting on.... OneLeet_Controls OS.ISER.V1 requires The organization shall provide a mechanism for personnel to report observed or suspected information security events through appropriate channels in a timely manner.. Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Information security event reporting,OS.ISER.V1,The organization shall provide a mechanism for personnel to report observed or suspected information security events through appropriate channels in a timely manner.,"Overlap: incident response. Divergence: FedRAMP_R5_Moderate_Unique emphasizes automated, incident, incidents; OneLeet_Controls emphasizes appropriate, channels, event."
IR-6(3),IR-06(03) - Supply Chain Coordination,"Provide incident information to the provider of the product or service and other organizations involved in the supply chain or supply chain governance for systems or system components related to the incident.GuidanceOrganizations involved in supply chain activities include product developers, system integrators, manufacturers, packagers, assemblers, distributors, vendors, and resellers. Entities that provide supply chain governance include the Federal Acquisition Security Council (FASC). Supp...",medium,functional,FedRAMP_R5_Moderate_Unique IR-6(3) requires Provide incident information to the provider of the product or service and other organizations involved in the supply chain or supply chain governance for systems or system comp.... OneLeet_Controls VM.MISI.V1 requires Processes and procedures shall be defined and implemented to manage the information security risks associated with the ICT products and services supply chain.. Both address governance and policy. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.,superset_of,6,Managing information security in the ICT supply chain,VM.MISI.V1,Processes and procedures shall be defined and implemented to manage the information security risks associated with the ICT products and services supply chain.,"Shared scope: governance and policy. FedRAMP_R5_Moderate_Unique additionally includes incident, components, coordination; OneLeet_Controls emphasizes ict, associated, defined."
IR-7(1),IR-07(01) - Automation Support for Availability of Information and Support,"Increase the availability of incident response information and support using {{ insert: param, IR-7(1) }}.GuidanceAutomated mechanisms can provide a push or pull capability for users to obtain incident response assistance. For example, individuals may have access to a website to query the assistance capability, or the assistance capability can proactively send incident response information to users (general distribution or targeted) as part of increasing understanding of current response capa...",medium,functional,"FedRAMP_R5_Moderate_Unique IR-7(1) requires Increase the availability of incident response information and support using {{ insert: param, IR-7(1) }}.GuidanceAutomated mechanisms can provide a push or pull capability for.... OneLeet_Controls IS.HAIU.V1 requires Deploy high availability infrastructure across multiple availability zones or regions to ensure system redundancy and fault tolerance. Configure load balancing, automatic failov.... Both address incident response. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,High availability infrastructure used,IS.HAIU.V1,"Deploy high availability infrastructure across multiple availability zones or regions to ensure system redundancy and fault tolerance. Configure load balancing, automatic failover, and data replication mechanisms to minimize downtime and maintain uninterrupted service in the event of hardware, software, or network failures.","Shared scope: incident response; data protection. FedRAMP_R5_Moderate_Unique additionally includes support, incident, response; OneLeet_Controls emphasizes infrastructure, high, across."
IR-9,IR-09 - Information Spillage Response,"Respond to information spills by:a. Assigning {{ insert: param, IR-9(a) }} with responsibility for responding to information spills;b. Identifying the specific information involved in the system contamination;c. Alerting {{ insert: param, IR-9(c) }} of the information spill using a method of communication not associated with the spill;d. Isolating the contaminated system or system component;e. Eradicating the information from the contaminated system or component;f. Identifying other systems o...",medium,functional,"FedRAMP_R5_Moderate_Unique IR-9 requires Respond to information spills by:a. Assigning {{ insert: param, IR-9(a) }} with responsibility for responding to information spills;b. Identifying the specific information invol.... OneLeet_Controls MI.IRPD.V1 requires Create step-by-step response procedures covering incident detection, containment, eradication, and recovery. Include guidelines for different types of incidents, such as data br.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Incident response procedures defined,MI.IRPD.V1,"Create step-by-step response procedures covering incident detection, containment, eradication, and recovery. Include guidelines for different types of incidents, such as data breaches, malware infections, and system outages. Clearly designate roles within the incident response team, including incident handlers, communication leads, and recovery personnel.Also outline communication protocols for both internal and external stakeholders, specifying approved channels for incident notifications an...","Overlap: access control; incident response. Divergence: FedRAMP_R5_Moderate_Unique emphasizes ir-09, respond, spillage; OneLeet_Controls emphasizes procedures, containment, covering."
IR-9(2),IR-09(02) - Training,"Provide information spillage response training {{ insert: param, IR-9(2) }}.GuidanceOrganizations establish requirements for responding to information spillage incidents in incident response plans. Incident response training on a regular basis helps to ensure that organizational personnel understand their individual responsibilities and what specific actions to take when spillage incidents occur.",medium,functional,"FedRAMP_R5_Moderate_Unique IR-9(2) requires Provide information spillage response training {{ insert: param, IR-9(2) }}.GuidanceOrganizations establish requirements for responding to information spillage incidents in inci.... OneLeet_Controls OS.MTDR.V1 requires Implement and maintain technical and procedural controls that prevent customer data from being used in model training without explicit authorization.. Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Model training data restrictions enforced,OS.MTDR.V1,Implement and maintain technical and procedural controls that prevent customer data from being used in model training without explicit authorization.,"Overlap: incident response; governance and policy. Divergence: FedRAMP_R5_Moderate_Unique emphasizes response, incident, insert; OneLeet_Controls emphasizes data, model, authorization."
IR-9(3),IR-09(03) - Post-spill Operations,"Implement the following procedures to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions: {{ insert: param, IR-9(3) }}.GuidanceCorrective actions for systems contaminated due to information spillages may be time-consuming. Personnel may not have access to the contaminated systems while corrective actions are being taken, which may potentially affect their ability to conduct o...",medium,functional,"FedRAMP_R5_Moderate_Unique IR-9(3) requires Implement the following procedures to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are.... OneLeet_Controls OS.SOA.V1 requires Designate a security official who is responsible for the development, implementation, and oversight of security policies and procedures, as well as management of the incident re.... Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Security official assigned,OS.SOA.V1,"Designate a security official who is responsible for the development, implementation, and oversight of security policies and procedures, as well as management of the incident response process.","Overlap: incident response; governance and policy. Divergence: FedRAMP_R5_Moderate_Unique emphasizes actions, carry, contaminated; OneLeet_Controls emphasizes official, designate, development."
IR-9(4),IR-09(04) - Exposure to Unauthorized Personnel,"Employ the following controls for personnel exposed to information not within assigned access authorizations: {{ insert: param, IR-9(4) }}.GuidanceControls include ensuring that personnel who are exposed to spilled information are made aware of the laws, executive orders, directives, regulations, policies, standards, and guidelines regarding the information and the restrictions imposed based on exposure to such information.",medium,functional,"FedRAMP_R5_Moderate_Unique IR-9(4) requires Employ the following controls for personnel exposed to information not within assigned access authorizations: {{ insert: param, IR-9(4) }}.GuidanceControls include ensuring that.... OneLeet_Controls MI.UCTP.V1 requires Implement a change and tamper detection mechanism for your payment pages. This system should monitor two key elements: the HTTP headers (which contain metadata about the web pag.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Unauthorized changes to payment pages managed,MI.UCTP.V1,"Implement a change and tamper detection mechanism for your payment pages. This system should monitor two key elements: the HTTP headers (which contain metadata about the web page) and the actual content of the page, with particular attention to any scripts running on it. Configure your detection mechanism to identify any unauthorized modifications, additions, or deletions to these components of your payment pages.Determine the frequency of your page checks. You have two options:- Perform chec...","Overlap: access control; incident response. Divergence: FedRAMP_R5_Moderate_Unique emphasizes personnel, access, assigned; OneLeet_Controls emphasizes pages, payment, change."
MA-3,MA-03 - Maintenance Tools,"a. Approve, control, and monitor the use of system maintenance tools; andb. Review previously approved system maintenance tools {{ insert: param, MA-3(b) }}.GuidanceApproving, controlling, monitoring, and reviewing maintenance tools address security-related issues associated with maintenance tools that are not within system authorization boundaries and are used specifically for diagnostic and repair actions on organizational systems. Organizations have flexibility in determining roles for the...",high,semantic,"FedRAMP_R5_Moderate_Unique MA-3 requires a. Approve, control, and monitor the use of system maintenance tools; andb. Review previously approved system maintenance tools {{ insert: param, MA-3(b) }}.GuidanceApproving, c.... OneLeet_Controls AC.MTMA.V1 requires Implement a process to approve, control, and monitor the use of system maintenance tools, ensuring they are free from malicious code and do not compromise the security of CUI. A.... Both address access control. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,7,Maintenance tools managed and secured,AC.MTMA.V1,"Implement a process to approve, control, and monitor the use of system maintenance tools, ensuring they are free from malicious code and do not compromise the security of CUI. Additionally, prevent unauthorized removal of system maintenance equipment containing CUI by sanitizing, retaining, or securely destroying such equipment as outlined in the Asset Management Policy.","Shared scope: access control; audit and monitoring. FedRAMP_R5_Moderate_Unique additionally includes ma-03; OneLeet_Controls emphasizes access, approve, authorization."
MA-3(1),MA-03(01) - Inspect Tools,"Inspect the maintenance tools used by maintenance personnel for improper or unauthorized modifications.GuidanceMaintenance tools can be directly brought into a facility by maintenance personnel or downloaded from a vendor’s website. If, upon inspection of the maintenance tools, organizations determine that the tools have been modified in an improper manner or the tools contain malicious code, the incident is handled consistent with organizational policies and procedures for incident handling.",medium,functional,"FedRAMP_R5_Moderate_Unique MA-3(1) requires Inspect the maintenance tools used by maintenance personnel for improper or unauthorized modifications.GuidanceMaintenance tools can be directly brought into a facility by maint.... OneLeet_Controls AC.MTMA.V1 requires Implement a process to approve, control, and monitor the use of system maintenance tools, ensuring they are free from malicious code and do not compromise the security of CUI. A.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Maintenance tools managed and secured,AC.MTMA.V1,"Implement a process to approve, control, and monitor the use of system maintenance tools, ensuring they are free from malicious code and do not compromise the security of CUI. Additionally, prevent unauthorized removal of system maintenance equipment containing CUI by sanitizing, retaining, or securely destroying such equipment as outlined in the Asset Management Policy.","Overlap: access control; incident response; governance and policy. Divergence: FedRAMP_R5_Moderate_Unique emphasizes inspect, improper, ma-03; OneLeet_Controls emphasizes access, approve, authorization."
MA-3(2),MA-03(02) - Inspect Media,"Check media containing diagnostic and test programs for malicious code before the media are used in the system.GuidanceIf, upon inspection of media containing maintenance, diagnostic, and test programs, organizations determine that the media contains malicious code, the incident is handled consistent with organizational incident handling policies and procedures.",medium,functional,"FedRAMP_R5_Moderate_Unique MA-3(2) requires Check media containing diagnostic and test programs for malicious code before the media are used in the system.GuidanceIf, upon inspection of media containing maintenance, diagn.... OneLeet_Controls AC.MTMA.V1 requires Implement a process to approve, control, and monitor the use of system maintenance tools, ensuring they are free from malicious code and do not compromise the security of CUI. A.... Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Maintenance tools managed and secured,AC.MTMA.V1,"Implement a process to approve, control, and monitor the use of system maintenance tools, ensuring they are free from malicious code and do not compromise the security of CUI. Additionally, prevent unauthorized removal of system maintenance equipment containing CUI by sanitizing, retaining, or securely destroying such equipment as outlined in the Asset Management Policy.","Overlap: incident response; governance and policy. Divergence: FedRAMP_R5_Moderate_Unique emphasizes media, before, check; OneLeet_Controls emphasizes tools, access, approve."
MA-3(3),MA-03(03) - Prevent Unauthorized Removal,"Prevent the removal of maintenance equipment containing organizational information by:(a) Verifying that there is no organizational information contained on the equipment;(b) Sanitizing or destroying the equipment;(c) Retaining the equipment within the facility; or(d) Obtaining an exemption from {{ insert: param, MA-3(3)(d) }} explicitly authorizing removal of the equipment from the facility.GuidanceOrganizational information includes all information owned by organizations and any information...",medium,functional,FedRAMP_R5_Moderate_Unique MA-3(3) requires Prevent the removal of maintenance equipment containing organizational information by:(a) Verifying that there is no organizational information contained on the equipment;(b) Sa.... OneLeet_Controls MI.UCTP.V1 requires Implement a change and tamper detection mechanism for your payment pages. This system should monitor two key elements: the HTTP headers (which contain metadata about the web pag.... Both address access control. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,Unauthorized changes to payment pages managed,MI.UCTP.V1,"Implement a change and tamper detection mechanism for your payment pages. This system should monitor two key elements: the HTTP headers (which contain metadata about the web page) and the actual content of the page, with particular attention to any scripts running on it. Configure your detection mechanism to identify any unauthorized modifications, additions, or deletions to these components of your payment pages.Determine the frequency of your page checks. You have two options:- Perform chec...","Overlap: access control; incident response. Divergence: FedRAMP_R5_Moderate_Unique emphasizes equipment, removal, facility; OneLeet_Controls emphasizes pages, payment, change."
MA-5(1),MA-05(01) - Individuals Without Appropriate Access,"(a) Implement procedures for the use of maintenance personnel that lack appropriate security clearances or are not U.S. citizens, that include the following requirements:(1) Maintenance personnel who do not have needed access authorizations, clearances, or formal access approvals are escorted and supervised during the performance of maintenance and diagnostic activities on the system by approved organizational personnel who are fully cleared, have appropriate access authorizations, and are te...",medium,functional,"FedRAMP_R5_Moderate_Unique MA-5(1) requires (a) Implement procedures for the use of maintenance personnel that lack appropriate security clearances or are not U.S. citizens, that include the following requirements:(1) Mai.... OneLeet_Controls IS.PDAR.V1 requires Limit access to production deployment environments to authorized personnel only. This control helps prevent unauthorized changes or deployments that may disrupt critical services.. Both address access control. FedRAMP_R5_Moderate_Unique is narrower and fits within OneLeet_Controls scope.",subset_of,6,Production deployment access restricted,IS.PDAR.V1,Limit access to production deployment environments to authorized personnel only. This control helps prevent unauthorized changes or deployments that may disrupt critical services.,"Shared scope: access control; incident response. FedRAMP_R5_Moderate_Unique emphasizes appropriate, maintenance, clearances; OneLeet_Controls additionally includes deployment, production, authorized."
MA-6,MA-06 - Timely Maintenance,"Obtain maintenance support and/or spare parts for {{ insert: param, MA-6-1 }} within {{ insert: param, MA-6-2 }} of failure.GuidanceOrganizations specify the system components that result in increased risk to organizational operations and assets, individuals, other organizations, or the Nation when the functionality provided by those components is not operational. Organizational actions to obtain maintenance support include having appropriate contracts in place.",medium,functional,"FedRAMP_R5_Moderate_Unique MA-6 requires Obtain maintenance support and/or spare parts for {{ insert: param, MA-6-1 }} within {{ insert: param, MA-6-2 }} of failure.GuidanceOrganizations specify the system components t.... OneLeet_Controls EP.EM.V1 requires Equipment shall be maintained correctly to ensure availability, integrity and confidentiality of information.. Both address security and privacy governance. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Equipment maintenance,EP.EM.V1,"Equipment shall be maintained correctly to ensure availability, integrity and confidentiality of information.","Overlap: none identified. Divergence: FedRAMP_R5_Moderate_Unique emphasizes insert, param, failure; OneLeet_Controls emphasizes equipment, availability, confidentiality."
MP-3,MP-03 - Media Marking,"a. Mark system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information; andb. Exempt {{ insert: param, MP-3(b)-1 }} from marking if the media remain within {{ insert: param, MP-3(b)-2 }}.GuidanceSecurity marking refers to the application or use of human-readable security attributes. Digital media includes diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state, magnetic), flash drives, compact d...",medium,functional,"FedRAMP_R5_Moderate_Unique MP-3 requires a. Mark system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information; andb. Exempt {{ insert: param, MP-3.... OneLeet_Controls DM.MPS.V1 requires Implement physical security measures such as storing all media (like paper documents, laptops, USB drives) in locked cabinets and restricting access to only authorized personnel.... Both address data protection. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Media physically secured,DM.MPS.V1,"Implement physical security measures such as storing all media (like paper documents, laptops, USB drives) in locked cabinets and restricting access to only authorized personnel. Develop a system to classify all media based on the sensitivity of the data it contains. Maintain an inventory for all media, both electronic and physical, and conduct a full inventory check at least once every 12 months.Establish procedures for secure distribution (e.g., logging of all media sent outside the facilit...","Shared scope: data protection. FedRAMP_R5_Moderate_Unique additionally includes marking, mp-03; OneLeet_Controls emphasizes access, authorized, cabinets."
MP-4,MP-04 - Media Storage,"a. Physically control and securely store {{ insert: param, MP-4(a)-1 }} within {{ insert: param, MP-4(a)-2 }} ; andb. Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved equipment, techniques, and procedures.GuidanceSystem media includes digital and non-digital media. Digital media includes flash drives, diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state, magnetic), compact discs, and digital versatile discs....",high,semantic,"FedRAMP_R5_Moderate_Unique MP-4 requires a. Physically control and securely store {{ insert: param, MP-4(a)-1 }} within {{ insert: param, MP-4(a)-2 }} ; andb. Protect system media types defined in MP-4a until the media.... OneLeet_Controls EP.SMC.V1 requires Storage media shall be managed through their life cycle of acquisition, use, transportation and disposal in accordance with the organization's classification scheme and handling.... Both address security and privacy governance. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,7,Storage media controls,EP.SMC.V1,"Storage media shall be managed through their life cycle of acquisition, use, transportation and disposal in accordance with the organization's classification scheme and handling requirements.","Shared scope: none identified. FedRAMP_R5_Moderate_Unique additionally includes mp-04, protection; OneLeet_Controls emphasizes accordance, acquisition, classification."
MP-5,MP-05 - Media Transport,"a. Protect and control {{ insert: param, MP-5(a)-1 }} during transport outside of controlled areas using {{ insert: param, MP-5(a)-2 }};b. Maintain accountability for system media during transport outside of controlled areas;c. Document activities associated with the transport of system media; andd. Restrict the activities associated with the transport of system media to authorized personnel.GuidanceSystem media includes digital and non-digital media. Digital media includes flash drives, disk...",medium,functional,"FedRAMP_R5_Moderate_Unique MP-5 requires a. Protect and control {{ insert: param, MP-5(a)-1 }} during transport outside of controlled areas using {{ insert: param, MP-5(a)-2 }};b. Maintain accountability for system med.... OneLeet_Controls DM.MAFA.V1 requires Establish a process to protect and control system media containing CUI during transport outside of controlled areas. Ensure accountability through documented activities and trac.... Both address access control. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Media accounted for and documented during transportation,DM.MAFA.V1,"Establish a process to protect and control system media containing CUI during transport outside of controlled areas. Ensure accountability through documented activities and tracking of media to prevent loss, tampering, or destruction.","Shared scope: access control; incident response; data protection. FedRAMP_R5_Moderate_Unique additionally includes mp-05; OneLeet_Controls emphasizes accounted, areas, containing."
PE-4,PE-04 - Access Control for Transmission,"Control physical access to {{ insert: param, PE-4-1 }} within organizational facilities using {{ insert: param, PE-4-2 }}.GuidanceSecurity controls applied to system distribution and transmission lines prevent accidental damage, disruption, and physical tampering. Such controls may also be necessary to prevent eavesdropping or modification of unencrypted transmissions. Security controls used to control physical access to system distribution and transmission lines include disconnected or locke...",medium,functional,"FedRAMP_R5_Moderate_Unique PE-4 requires Control physical access to {{ insert: param, PE-4-1 }} within organizational facilities using {{ insert: param, PE-4-2 }}.GuidanceSecurity controls applied to system distributio.... OneLeet_Controls AC.AC.V1 requires Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requireme.... Both address access control. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Access control,AC.AC.V1,Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requirements.,"Shared scope: access control. FedRAMP_R5_Moderate_Unique additionally includes insert, param, environmental; OneLeet_Controls emphasizes assets, associated, authorization."
PE-5,PE-05 - Access Control for Output Devices,"Control physical access to output from {{ insert: param, PE-5 }} to prevent unauthorized individuals from obtaining the output.GuidanceControlling physical access to output devices includes placing output devices in locked rooms or other secured areas with keypad or card reader access controls and allowing access to authorized individuals only, placing output devices in locations that can be monitored by personnel, installing monitor or screen filters, and using headphones. Examples of output...",medium,functional,"FedRAMP_R5_Moderate_Unique PE-5 requires Control physical access to output from {{ insert: param, PE-5 }} to prevent unauthorized individuals from obtaining the output.GuidanceControlling physical access to output devi.... OneLeet_Controls AC.AC.V1 requires Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requireme.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Access control,AC.AC.V1,Rules to control physical and logical access to information and other associated assets shall be established and implemented based on business and information security requirements.,"Overlap: access control; audit and monitoring. Divergence: FedRAMP_R5_Moderate_Unique emphasizes output, devices, environmental; OneLeet_Controls emphasizes assets, associated, authorization."
