FDE#,FDE Name,Focal Document Element (FDE),Confidence Levels,NIST IR-8477 Rational,STRM Rationale,STRM Relationship,Strength of Relationship,OneLeet_Controls Requirement Title,Target ID #,OneLeet_Controls Requirement Description,Notes
MP-6(2),MP-06(02) - Equipment Testing,"Test sanitization equipment and procedures {{ insert: param, MP-6(2) }} to ensure that the intended sanitization is being achieved. Guidance Testing of sanitization equipment and procedures may be conducted by qualified and authorized external entities, including federal agencies or external service providers. MP-6 (2) Additional FedRAMP Requirements and Guidance Guidance: Equipment and procedures may be tested or validated for effectiveness",medium,functional,"FedRAMP_R5_High_Unique MP-6(2) requires Test sanitization equipment and procedures {{ insert: param, MP-6(2) }} to ensure that the intended sanitization is being achieved. Guidance Testing of sanitization equipment an.... OneLeet_Controls IS.POIS.V1 requires Audit tests and other assurance activities involving assessment of operational systems shall be planned and agreed between the tester and appropriate management.. Both address audit and monitoring. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Protection of information systems during audit testing,IS.POIS.V1,Audit tests and other assurance activities involving assessment of operational systems shall be planned and agreed between the tester and appropriate management.,"Shared scope: audit and monitoring; data protection. FedRAMP_R5_High_Unique additionally includes equipment, sanitization, achieved; OneLeet_Controls emphasizes audit, activities, agreed."
MP-6(3),MP-06(03) - Nondestructive Techniques,"Apply nondestructive sanitization techniques to portable storage devices prior to connecting such devices to the system under the following circumstances: {{ insert: param, MP-6(3) }}. Guidance Portable storage devices include external or removable hard disk drives (e.g., solid state, magnetic), optical discs, magnetic or optical tapes, flash memory devices, flash memory cards, and other external or removable disks. Portable storage devices can be obtained from untrustworthy sources and conta...",medium,functional,"FedRAMP_R5_High_Unique MP-6(3) requires Apply nondestructive sanitization techniques to portable storage devices prior to connecting such devices to the system under the following circumstances: {{ insert: param, MP-6.... OneLeet_Controls OS.CAAC.V1 requires Require all contractors and third-party vendors to acknowledge and sign a confidentiality agreement. This agreement ensures that sensitive information shared with external parti.... Both address data protection. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Confidentiality Agreement acknowledged by contractors,OS.CAAC.V1,Require all contractors and third-party vendors to acknowledge and sign a confidentiality agreement. This agreement ensures that sensitive information shared with external parties is protected and not disclosed to unauthorized individuals.,"Overlap: data protection; third-party management. Divergence: FedRAMP_R5_High_Unique emphasizes devices, nondestructive, techniques; OneLeet_Controls emphasizes agreement, confidentiality, contractors."
PE-3(1),PE-03(01) - System Access,"Enforce physical access authorizations to the system in addition to the physical access controls for the facility at {{ insert: param, PE-3(1) }}. Guidance Control of physical access to the system provides additional physical security for those areas within facilities where there is a concentration of system components.",medium,functional,"FedRAMP_R5_High_Unique PE-3(1) requires Enforce physical access authorizations to the system in addition to the physical access controls for the facility at {{ insert: param, PE-3(1) }}. Guidance Control of physical a.... OneLeet_Controls DM.SUNM.V1 requires Implement and maintain a system use notification message that includes privacy and security notices and must be displayed and acknowledged before granting access to any system a.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,System use notification mechanisms established,DM.SUNM.V1,Implement and maintain a system use notification message that includes privacy and security notices and must be displayed and acknowledged before granting access to any system accessing sensitive data.,"Overlap: access control; data protection. Divergence: FedRAMP_R5_High_Unique emphasizes physical, addition, authorizations; OneLeet_Controls emphasizes data, notification, accessing."
PE-6(4),PE-06(04) - Monitoring Physical Access to Systems,"Monitor physical access to the system in addition to the physical access monitoring of the facility at {{ insert: param, PE-6(4) }}. Guidance Monitoring physical access to systems provides additional monitoring for those areas within facilities where there is a concentration of system components, including server rooms, media storage areas, and communications centers. Physical access monitoring can be coordinated with intrusion detection systems and system monitoring capabilities to provide c...",high,semantic,"FedRAMP_R5_High_Unique PE-6(4) requires Monitor physical access to the system in addition to the physical access monitoring of the facility at {{ insert: param, PE-6(4) }}. Guidance Monitoring physical access to syste.... OneLeet_Controls OS.PSM.V1 requires Premises shall be continuously monitored for unauthorized physical access.. Both address access control. The requirements are materially equivalent in scope and intent.",equal,10,Physical security monitoring,OS.PSM.V1,Premises shall be continuously monitored for unauthorized physical access.,Shared scope: access control; audit and monitoring. No material divergence detected.
PE-8(1),PE-08(01) - Automated Records Maintenance and Review,"Maintain and review visitor access records using {{ insert: param, PE-8(1) }}. Guidance Visitor access records may be stored and maintained in a database management system that is accessible by organizational personnel. Automated access to such records facilitates record reviews on a regular basis to determine if access authorizations are current and still required to support organizational mission and business functions.",medium,functional,"FedRAMP_R5_High_Unique PE-8(1) requires Maintain and review visitor access records using {{ insert: param, PE-8(1) }}. Guidance Visitor access records may be stored and maintained in a database management system that.... OneLeet_Controls OS.POR.V1 requires Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.. Both address access control. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Protection of records,OS.POR.V1,"Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.","Shared scope: access control; data protection. FedRAMP_R5_High_Unique additionally includes review, automated, environmental; OneLeet_Controls emphasizes unauthorized, destruction, falsification."
PE-11(1),PE-11(01) - Alternate Power Supply — Minimal Operational Capability,"Provide an alternate power supply for the system that is activated {{ insert: param, PE-11(1) }} and that can maintain minimally required operational capability in the event of an extended loss of the primary power source. Guidance Provision of an alternate power supply with minimal operating capability can be satisfied by accessing a secondary commercial power supply or other external power supply.",medium,functional,"FedRAMP_R5_High_Unique PE-11(1) requires Provide an alternate power supply for the system that is activated {{ insert: param, PE-11(1) }} and that can maintain minimally required operational capability in the event of.... OneLeet_Controls DM.SDPE.V1 requires Establish and maintain a documented procedure for the secure disposal of electronic and physical media containing protected or classified data. This process renders the data unu.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Secure disposal process established,DM.SDPE.V1,"Establish and maintain a documented procedure for the secure disposal of electronic and physical media containing protected or classified data. This process renders the data unusable, unreadable, and indecipherable to prevent unauthorized access.","Overlap: access control; incident response; data protection. Divergence: FedRAMP_R5_High_Unique emphasizes power, alternate, capability; OneLeet_Controls emphasizes data, disposal, secure."
PE-14(2),PE-14(02) - Monitoring with Alarms and Notifications,"Employ environmental control monitoring that provides an alarm or notification of changes potentially harmful to personnel or equipment to {{ insert: param, PE-14(2) }}. Guidance The alarm or notification may be an audible alarm or a visual message in real time to personnel or roles defined by the organization. Such alarms and notifications can help minimize harm to individuals and damage to organizational assets by facilitating a timely incident response.",medium,functional,"FedRAMP_R5_High_Unique PE-14(2) requires Employ environmental control monitoring that provides an alarm or notification of changes potentially harmful to personnel or equipment to {{ insert: param, PE-14(2) }}. Guidanc.... OneLeet_Controls OS.PSM.V1 requires Premises shall be continuously monitored for unauthorized physical access.. Both address access control. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Physical security monitoring,OS.PSM.V1,Premises shall be continuously monitored for unauthorized physical access.,"Shared scope: access control; audit and monitoring. FedRAMP_R5_High_Unique additionally includes environmental, pe-14, alarm; OneLeet_Controls emphasizes access, continuously, monitored."
PE-15(1),PE-15(01) - Automation Support,"Detect the presence of water near the system and alert {{ insert: param, PE-15(1)-1 }} using {{ insert: param, PE-15(1)-2 }}. Guidance Automated mechanisms include notification systems, water detection sensors, and alarms.",medium,functional,"FedRAMP_R5_High_Unique PE-15(1) requires Detect the presence of water near the system and alert {{ insert: param, PE-15(1)-1 }} using {{ insert: param, PE-15(1)-2 }}. Guidance Automated mechanisms include notification.... OneLeet_Controls OS.SSA.V1 requires Maintain a support system or helpdesk to assist users with inquiries, technical issues, and incident reporting. A responsive support system enhances user experience and aids in.... Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Support system available,OS.SSA.V1,"Maintain a support system or helpdesk to assist users with inquiries, technical issues, and incident reporting. A responsive support system enhances user experience and aids in timely issue resolution.","Overlap: incident response. Divergence: FedRAMP_R5_High_Unique emphasizes pe-15, insert, param; OneLeet_Controls emphasizes assist, available, helpdesk."
PE-18,PE-18 - Location of System Components,"Position system components within the facility to minimize potential damage from {{ insert: param, PE-18 }} and to minimize the opportunity for unauthorized access. Guidance Physical and environmental hazards include floods, fires, tornadoes, earthquakes, hurricanes, terrorism, vandalism, an electromagnetic pulse, electrical interference, and other forms of incoming electromagnetic radiation. Organizations consider the location of entry points where unauthorized individuals, while not being g...",medium,functional,"FedRAMP_R5_High_Unique PE-18 requires Position system components within the facility to minimize potential damage from {{ insert: param, PE-18 }} and to minimize the opportunity for unauthorized access. Guidance Phy.... OneLeet_Controls DM.SUNM.V1 requires Implement and maintain a system use notification message that includes privacy and security notices and must be displayed and acknowledged before granting access to any system a.... Both address access control. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,System use notification mechanisms established,DM.SUNM.V1,Implement and maintain a system use notification message that includes privacy and security notices and must be displayed and acknowledged before granting access to any system accessing sensitive data.,"Shared scope: access control; data protection. FedRAMP_R5_High_Unique additionally includes components, minimize, pe-18; OneLeet_Controls emphasizes data, notification, accessing."
PS-4(2),PS-04(02) - Automated Actions,"Use {{ insert: param, PS-4(2)-1 }} to {{ insert: param, PS-4(2)-2 }}. Guidance In organizations with many employees, not all personnel who need to know about termination actions receive the appropriate notifications, or if such notifications are received, they may not occur in a timely manner. Automated mechanisms can be used to send automatic alerts or notifications to organizational personnel or roles when individuals are terminated. Such automatic alerts or notifications can be conveyed in...",medium,functional,"FedRAMP_R5_High_Unique PS-4(2) requires Use {{ insert: param, PS-4(2)-1 }} to {{ insert: param, PS-4(2)-2 }}. Guidance In organizations with many employees, not all personnel who need to know about termination actions.... OneLeet_Controls DM.ARHW.V1 requires Establish an automated workflow for handling consumer privacy requests in compliance with the CCPA. The system captures, validates, and routes requests—such as access, deletion,.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Automated Request Handling Workflow,DM.ARHW.V1,"Establish an automated workflow for handling consumer privacy requests in compliance with the CCPA. The system captures, validates, and routes requests—such as access, deletion, or opt-out of sale—ensuring timely and accurate processing. Audit trails and reporting capabilities are maintained to demonstrate compliance and support ongoing monitoring and remediation.","Overlap: access control; incident response. Divergence: FedRAMP_R5_High_Unique emphasizes insert, param, ps-4; OneLeet_Controls emphasizes handling, workflow, ccpa."
RA-5(4),RA-05(04) - Discoverable Information,"Determine information about the system that is discoverable and take {{ insert: param, RA-5(4) }}. Guidance Discoverable information includes information that adversaries could obtain without compromising or breaching the system, such as by collecting information that the system is exposing or by conducting extensive web searches. Corrective actions include notifying appropriate organizational personnel, removing designated information, or changing the system to make the designated informatio...",medium,functional,"FedRAMP_R5_High_Unique RA-5(4) requires Determine information about the system that is discoverable and take {{ insert: param, RA-5(4) }}. Guidance Discoverable information includes information that adversaries could.... OneLeet_Controls RM.IAPD.V1 requires Establish an internal audit program to evaluate the effectiveness and compliance of the organization's Information Security Management System (ISMS).. Both address risk management. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Internal audit program defined,RM.IAPD.V1,Establish an internal audit program to evaluate the effectiveness and compliance of the organization's Information Security Management System (ISMS).,"Overlap: risk management. Divergence: FedRAMP_R5_High_Unique emphasizes discoverable, about, assessment; OneLeet_Controls emphasizes audit, internal, management."
RA-5(8),RA-05(08) - Review Historic Audit Logs,"Review historic audit logs to determine if a vulnerability identified in a {{ insert: param, RA-5(8)-1 }} has been previously exploited within an {{ insert: param, RA-5(8)-2 }}. Guidance Reviewing historic audit logs to determine if a recently detected vulnerability in a system has been previously exploited by an adversary can provide important information for forensic analyses. Such analyses can help identify, for example, the extent of a previous intrusion, the trade craft employed during t...",medium,functional,"FedRAMP_R5_High_Unique RA-5(8) requires Review historic audit logs to determine if a vulnerability identified in a {{ insert: param, RA-5(8)-1 }} has been previously exploited within an {{ insert: param, RA-5(8)-2 }}..... OneLeet_Controls MI.ALC.V1 requires Enable the collection of audit logs from critical systems and applications. Audit logs capture essential security events and activities, providing valuable information for incid.... Both address audit and monitoring. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Audit logs collected,MI.ALC.V1,"Enable the collection of audit logs from critical systems and applications. Audit logs capture essential security events and activities, providing valuable information for incident detection, investigation, and compliance purposes.","Overlap: audit and monitoring. Divergence: FedRAMP_R5_High_Unique emphasizes historic, insert, param; OneLeet_Controls emphasizes applications, collected, collection."
SA-4(5),"SA-04(05) - System, Component, and Service Configurations","Require the developer of the system, system component, or system service to: (a) Deliver the system, component, or service with {{ insert: param, SA-4(5)(a) }} implemented; and (b) Use the configurations as the default for any subsequent system, component, or service reinstallation or upgrade. Guidance Examples of security configurations include the U.S. Government Configuration Baseline (USGCB), Security Technical Implementation Guides (STIGs), and any limitations on functions, ports, protoc...",medium,semantic,"FedRAMP_R5_High_Unique SA-4(5) requires Require the developer of the system, system component, or system service to: (a) Deliver the system, component, or service with {{ insert: param, SA-4(5)(a) }} implemented; and.... OneLeet_Controls OS.SDC.V1 requires Clear and detailed service descriptions are communicated to customers or users, outlining the scope, features, and limitations of the services provided.. Both address security and privacy governance. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Service description communicated,OS.SDC.V1,"Clear and detailed service descriptions are communicated to customers or users, outlining the scope, features, and limitations of the services provided.","Overlap: none identified. Divergence: FedRAMP_R5_High_Unique emphasizes system, component, configurations; OneLeet_Controls emphasizes communicated, clear, customers."
SA-16,SA-16 - Developer-provided Training,"Require the developer of the system, system component, or system service to provide the following training on the correct use and operation of the implemented security and privacy functions, controls, and/or mechanisms: {{ insert: param, SA-16 }}. Guidance Developer-provided training applies to external and internal (in-house) developers. Training personnel is essential to ensuring the effectiveness of the controls implemented within organizational systems. Types of training include web-based...",medium,functional,"FedRAMP_R5_High_Unique SA-16 requires Require the developer of the system, system component, or system service to provide the following training on the correct use and operation of the implemented security and priva.... OneLeet_Controls DM.RSPT.V1 requires This control ensures that all employees receive role-specific privacy training to understand their responsibilities under the CCPA and related privacy laws. The training covers.... Both address governance and policy. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Role-Specific Privacy Training,DM.RSPT.V1,"This control ensures that all employees receive role-specific privacy training to understand their responsibilities under the CCPA and related privacy laws. The training covers the handling of personal information, consumer rights, and organizational policies for protecting data. Completion is tracked, and refresher sessions are provided periodically to maintain awareness and compliance across the workforce.","Shared scope: governance and policy. FedRAMP_R5_High_Unique additionally includes system, sa-16, acquisition; OneLeet_Controls emphasizes role-specific, ccpa, data."
SA-17,SA-17 - Developer Security and Privacy Architecture and Design,"Require the developer of the system, system component, or system service to produce a design specification and security and privacy architecture that: a. Is consistent with the organization’s security and privacy architecture that is an integral part the organization’s enterprise architecture; b. Accurately and completely describes the required security and privacy functionality, and the allocation of controls among physical and logical components; and c. Expresses how individual security and...",medium,functional,"FedRAMP_R5_High_Unique SA-17 requires Require the developer of the system, system component, or system service to produce a design specification and security and privacy architecture that: a. Is consistent with the.... OneLeet_Controls DM.EPIM.V1 requires Establish and maintain a system for handling all privacy-related inquiries, including general questions, complaints, disputes, and specific requests for personal information acc.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,External privacy inquiries managed,DM.EPIM.V1,"Establish and maintain a system for handling all privacy-related inquiries, including general questions, complaints, disputes, and specific requests for personal information access and correction.","Overlap: access control; data protection. Divergence: FedRAMP_R5_High_Unique emphasizes architecture, design, developer; OneLeet_Controls emphasizes inquiries, access, complaints."
SA-21,SA-21 - Developer Screening,"Require that the developer of {{ insert: param, SA-21 }}: a. Has appropriate access authorizations as determined by assigned {{ insert: param, SA-21(a) }} ; and b. Satisfies the following additional personnel screening criteria: {{ insert: param, SA-21(b) }}. Guidance Developer screening is directed at external developers. Internal developer screening is addressed by PS-3 . Because the system, system component, or system service may be used in critical activities essential to the national or...",medium,functional,"FedRAMP_R5_High_Unique SA-21 requires Require that the developer of {{ insert: param, SA-21 }}: a. Has appropriate access authorizations as determined by assigned {{ insert: param, SA-21(a) }} ; and b. Satisfies the.... OneLeet_Controls OS.ES.V1 requires Background verification checks on all candidates to become personnel shall be carried out prior to joining the organization and on an ongoing basis taking into consideration app.... Both address access control. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Employee screening,OS.ES.V1,"Background verification checks on all candidates to become personnel shall be carried out prior to joining the organization and on an ongoing basis taking into consideration applicable laws, regulations and ethics and be proportional to the business requirements, the classification of the information to be accessed and the perceived risks.","Shared scope: access control. FedRAMP_R5_High_Unique additionally includes developer, sa-21, acquisition; OneLeet_Controls emphasizes accessed, applicable, background."
SC-3,SC-03 - Security Function Isolation,"Isolate security functions from nonsecurity functions. Guidance Security functions are isolated from nonsecurity functions by means of an isolation boundary implemented within a system via partitions and domains. The isolation boundary controls access to and protects the integrity of the hardware, software, and firmware that perform system security functions. Systems implement code separation in many ways, such as through the provision of security kernels via processor rings or processor mode...",medium,functional,FedRAMP_R5_High_Unique SC-3 requires Isolate security functions from nonsecurity functions. Guidance Security functions are isolated from nonsecurity functions by means of an isolation boundary implemented within a.... OneLeet_Controls DM.MAFA.V1 requires Establish a process to protect and control system media containing CUI during transport outside of controlled areas. Ensure accountability through documented activities and trac.... Both address access control. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,Media accounted for and documented during transportation,DM.MAFA.V1,"Establish a process to protect and control system media containing CUI during transport outside of controlled areas. Ensure accountability through documented activities and tracking of media to prevent loss, tampering, or destruction.","Overlap: access control; data protection. Divergence: FedRAMP_R5_High_Unique emphasizes functions, communications, function; OneLeet_Controls emphasizes media, accounted, areas."
SC-7(10),SC-07(10) - Prevent Exfiltration,"(a) Prevent the exfiltration of information; and (b) Conduct exfiltration tests {{ insert: param, SC-7(10)(b) }}. Guidance Prevention of exfiltration applies to both the intentional and unintentional exfiltration of information. Techniques used to prevent the exfiltration of information from systems may be implemented at internal endpoints, external boundaries, and across managed interfaces and include adherence to protocol formats, monitoring for beaconing activity from systems, disconnectin...",medium,functional,"FedRAMP_R5_High_Unique SC-7(10) requires (a) Prevent the exfiltration of information; and (b) Conduct exfiltration tests {{ insert: param, SC-7(10)(b) }}. Guidance Prevention of exfiltration applies to both the intenti.... OneLeet_Controls DM.SBTR.V1 requires Permanently link each signature to its record to prevent dissociation or fraud.. Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Signatures bound to records,DM.SBTR.V1,Permanently link each signature to its record to prevent dissociation or fraud.,"Overlap: incident response; data protection. Divergence: FedRAMP_R5_High_Unique emphasizes exfiltration, communications, conduct; OneLeet_Controls emphasizes bound, data, dissociation."
SC-7(20),SC-07(20) - Dynamic Isolation and Segregation,"Provide the capability to dynamically isolate {{ insert: param, SC-7(20) }} from other system components. Guidance The capability to dynamically isolate certain internal system components is useful when it is necessary to partition or separate system components of questionable origin from components that possess greater trustworthiness. Component isolation reduces the attack surface of organizational systems. Isolating selected system components can also limit the damage from successful attac...",medium,functional,"FedRAMP_R5_High_Unique SC-7(20) requires Provide the capability to dynamically isolate {{ insert: param, SC-7(20) }} from other system components. Guidance The capability to dynamically isolate certain internal system.... OneLeet_Controls DM.RTKR.V1 requires The organization must configure a system to handle Right-to-know management. Under CCPA, the user has a right to know what data of theirs has been collected.. Both address data protection. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Right-to-Know Request Handling,DM.RTKR.V1,"The organization must configure a system to handle Right-to-know management. Under CCPA, the user has a right to know what data of theirs has been collected.","Overlap: data protection. Divergence: FedRAMP_R5_High_Unique emphasizes capability, communications, components; OneLeet_Controls emphasizes management, right-to-know, configure."
SC-7(21),SC-07(21) - Isolation of System Components,"Employ boundary protection mechanisms to isolate {{ insert: param, SC-7(21)-1 }} supporting {{ insert: param, SC-7(21)-2 }}. Guidance Organizations can isolate system components that perform different mission or business functions. Such isolation limits unauthorized information flows among system components and provides the opportunity to deploy greater levels of protection for selected system components. Isolating system components with boundary protection mechanisms provides the capability...",medium,functional,"FedRAMP_R5_High_Unique SC-7(21) requires Employ boundary protection mechanisms to isolate {{ insert: param, SC-7(21)-1 }} supporting {{ insert: param, SC-7(21)-2 }}. Guidance Organizations can isolate system components.... OneLeet_Controls DM.SUNM.V1 requires Implement and maintain a system use notification message that includes privacy and security notices and must be displayed and acknowledged before granting access to any system a.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,System use notification mechanisms established,DM.SUNM.V1,Implement and maintain a system use notification message that includes privacy and security notices and must be displayed and acknowledged before granting access to any system accessing sensitive data.,"Overlap: access control; data protection. Divergence: FedRAMP_R5_High_Unique emphasizes insert, param, sc-7; OneLeet_Controls emphasizes data, notification, access."
SC-12(1),SC-12(01) - Availability,Maintain availability of information in the event of the loss of cryptographic keys by users. Guidance Escrowing of encryption keys is a common practice for ensuring availability in the event of key loss. A forgotten passphrase is an example of losing a cryptographic key.,medium,functional,"FedRAMP_R5_High_Unique SC-12(1) requires Maintain availability of information in the event of the loss of cryptographic keys by users. Guidance Escrowing of encryption keys is a common practice for ensuring availabilit.... OneLeet_Controls IS.HAIU.V1 requires Deploy high availability infrastructure across multiple availability zones or regions to ensure system redundancy and fault tolerance. Configure load balancing, automatic failov.... Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,High availability infrastructure used,IS.HAIU.V1,"Deploy high availability infrastructure across multiple availability zones or regions to ensure system redundancy and fault tolerance. Configure load balancing, automatic failover, and data replication mechanisms to minimize downtime and maintain uninterrupted service in the event of hardware, software, or network failures.","Overlap: incident response; data protection. Divergence: FedRAMP_R5_High_Unique emphasizes communications, cryptographic, event; OneLeet_Controls emphasizes infrastructure, high, across."
SC-24,SC-24 - Fail in Known State,"Fail to a {{ insert: param, SC-24-1 }} for the following failures on the indicated components while preserving {{ insert: param, SC-24-2 }} in failure: {{ insert: param, SC-24-3 }}. Guidance Failure in a known state addresses security concerns in accordance with the mission and business needs of organizations. Failure in a known state prevents the loss of confidentiality, integrity, or availability of information in the event of failures of organizational systems or system components. Failure...",medium,functional,"FedRAMP_R5_High_Unique SC-24 requires Fail to a {{ insert: param, SC-24-1 }} for the following failures on the indicated components while preserving {{ insert: param, SC-24-2 }} in failure: {{ insert: param, SC-24-3.... OneLeet_Controls DM.MAFA.V1 requires Establish a process to protect and control system media containing CUI during transport outside of controlled areas. Ensure accountability through documented activities and trac.... Both address incident response. FedRAMP_R5_High_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Media accounted for and documented during transportation,DM.MAFA.V1,"Establish a process to protect and control system media containing CUI during transport outside of controlled areas. Ensure accountability through documented activities and tracking of media to prevent loss, tampering, or destruction.","Shared scope: incident response; data protection. FedRAMP_R5_High_Unique additionally includes insert, param, fail; OneLeet_Controls emphasizes media, accounted, areas."
SI-4(10),SI-04(10) - Visibility of Encrypted Communications,"Make provisions so that {{ insert: param, SI-4(10)-1 }} is visible to {{ insert: param, SI-4(10)-2 }}. Guidance Organizations balance the need to encrypt communications traffic to protect data confidentiality with the need to maintain visibility into such traffic from a monitoring perspective. Organizations determine whether the visibility requirement applies to internal encrypted traffic, encrypted traffic intended for external destinations, or a subset of the traffic types. SI-4 (10) Additi...",medium,functional,"FedRAMP_R5_High_Unique SI-4(10) requires Make provisions so that {{ insert: param, SI-4(10)-1 }} is visible to {{ insert: param, SI-4(10)-2 }}. Guidance Organizations balance the need to encrypt communications traffic.... OneLeet_Controls MI.LAMP.V1 requires Establish comprehensive system logging and monitoring requirements that enable detection of security events, support incident investigations, and maintain operational visibility.... Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Logging and monitoring policy established,MI.LAMP.V1,"Establish comprehensive system logging and monitoring requirements that enable detection of security events, support incident investigations, and maintain operational visibility across information systems.","Overlap: incident response; audit and monitoring. Divergence: FedRAMP_R5_High_Unique emphasizes insert, param, si-4; OneLeet_Controls emphasizes monitoring, incident, logging."
SI-4(11),SI-04(11) - Analyze Communications Traffic Anomalies,"Analyze outbound communications traffic at the external interfaces to the system and selected {{ insert: param, SI-4(11) }} to discover anomalies. Guidance Organization-defined interior points include subnetworks and subsystems. Anomalies within organizational systems include large file transfers, long-time persistent connections, attempts to access information from unexpected locations, the use of unusual protocols and ports, the use of unmonitored network protocols (e.g., IPv6 usage during...",medium,functional,"FedRAMP_R5_High_Unique SI-4(11) requires Analyze outbound communications traffic at the external interfaces to the system and selected {{ insert: param, SI-4(11) }} to discover anomalies. Guidance Organization-defined.... OneLeet_Controls IS.IDSU.V1 requires Utilize an intrusion detection system (IDS) to monitor network traffic and detect suspicious or unauthorized activities. IDS helps identify potential security breaches and intru.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Intrusion detection system used,IS.IDSU.V1,Utilize an intrusion detection system (IDS) to monitor network traffic and detect suspicious or unauthorized activities. IDS helps identify potential security breaches and intrusions in real-time.,"Overlap: access control; audit and monitoring. Divergence: FedRAMP_R5_High_Unique emphasizes analyze, anomalies, communications; OneLeet_Controls emphasizes detection, intrusion, activities."
SI-4(12),SI-04(12) - Automated Organization-generated Alerts,"Alert {{ insert: param, SI-4(12)-1 }} using {{ insert: param, SI-4(12)-2 }} when the following indications of inappropriate or unusual activities with security or privacy implications occur: {{ insert: param, SI-4(12)-3 }}. Guidance Organizational personnel on the system alert notification list include system administrators, mission or business owners, system owners, senior agency information security officer, senior agency official for privacy, system security officers, or privacy officers....",medium,functional,"FedRAMP_R5_High_Unique SI-4(12) requires Alert {{ insert: param, SI-4(12)-1 }} using {{ insert: param, SI-4(12)-2 }} when the following indications of inappropriate or unusual activities with security or privacy implic.... OneLeet_Controls DM.ARHW.V1 requires Establish an automated workflow for handling consumer privacy requests in compliance with the CCPA. The system captures, validates, and routes requests—such as access, deletion,.... Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Automated Request Handling Workflow,DM.ARHW.V1,"Establish an automated workflow for handling consumer privacy requests in compliance with the CCPA. The system captures, validates, and routes requests—such as access, deletion, or opt-out of sale—ensuring timely and accurate processing. Audit trails and reporting capabilities are maintained to demonstrate compliance and support ongoing monitoring and remediation.","Overlap: incident response; audit and monitoring; data protection. Divergence: FedRAMP_R5_High_Unique emphasizes insert, param, si-4; OneLeet_Controls emphasizes handling, workflow, ccpa."
SI-4(14),SI-04(14) - Wireless Intrusion Detection,"Employ a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises or breaches to the system. Guidance Wireless signals may radiate beyond organizational facilities. Organizations proactively search for unauthorized wireless connections, including the conduct of thorough scans for unauthorized wireless access points. Wireless scans are not limited to those areas within facilities containing systems but also include areas out...",high,functional,FedRAMP_R5_High_Unique SI-4(14) requires Employ a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises or breaches to the system. Guidance Wirel.... OneLeet_Controls IS.IDSU.V1 requires Utilize an intrusion detection system (IDS) to monitor network traffic and detect suspicious or unauthorized activities. IDS helps identify potential security breaches and intru.... Both address access control. The requirements are materially equivalent in scope and intent.,equal,10,Intrusion detection system used,IS.IDSU.V1,Utilize an intrusion detection system (IDS) to monitor network traffic and detect suspicious or unauthorized activities. IDS helps identify potential security breaches and intrusions in real-time.,Shared scope: access control. No material divergence detected.
